CD_STAT_SECTOR,CD_YEAR,MS_P75
11002V14-,2023,369000.0
11002V20-,2023,342500.0
11002V20-,2023,342500.0
11002V23-,2023,375000.0
11002V23-,2023,380000.0
11002V301,2023,301500.0
11002V301,2023,301500.0
11004A220,2023,310000.0
11005A00-,2023,310000.0
11005A01-,2023,290000.0
11005A01-,2023,290000.0
11005A03-,2023,255000.0
11005A04-,2023,235500.0
11005A04-,2023,235500.0
11005A211,2023,339000.0
11005A211,2023,348000.0
11005A30-,2023,317000.0
11005A30-,2023,317000.0
11007A03-,2023,251000.0
11007A04-,2023,380000.0
11007A04-,2023,380000.0
11007A04-,2023,260000.0
11008A00-,2023,350000.0
11008A01-,2023,402500.0
11008A020,2023,435000.0
11008A020,2023,475000.0
11008A020,2023,325002.0
11008A03-,2023,527000.0
11008A03-,2023,615000.0
11008A04-,2023,502500.0
11008A04-,2023,592000.0
11008A04-,2023,325000.0
11008A0BJ,2023,470000.0
11008A11-,2023,462500.0
11008A20-,2023,410000.0
11008A20-,2023,480500.0
11008A21-,2023,499000.0
11008A21-,2023,640000.0
11008A40-,2023,531000.0
11008A40-,2023,745500.0
11008A49-,2023,665000.0
11008A510,2023,1900000.0
11008A510,2023,1750000.0
11009A000,2023,462500.0
11009A20-,2023,485000.0
11009A20-,2023,485000.0
11009A222,2023,650000.0
11009A222,2023,650000.0
11009A5AA,2023,455000.0
11009A5AA,2023,452000.0
11009C01-,2023,472500.0
11009C01-,2023,555000.0
11009C020,2023,605000.0
11009C03-,2023,457500.0
11013A00-,2023,415000.0
11013A00-,2023,415000.0
11013A01-,2023,250000.0
11013A02-,2023,321500.0
11013A101,2023,606000.0
11013A101,2023,625000.0
11013A142,2023,500594.0
11013A142,2023,534000.0
11013A20-,2023,423000.0
11013A20-,2023,423000.0
11016A042,2023,372000.0
11016A501,2023,469000.0
11016A501,2023,499000.0
11018A021,2023,335000.0
11018A021,2023,335000.0
11018A101,2023,282000.0
11018A101,2023,282000.0
11021A00-,2023,464000.0
11021A00-,2023,483000.0
