CD_STAT_SECTOR,MS_P50 (MEDIAN_PRICE),CD_YEAR
24009A010,399001.0,2023
24020A003,259500.0,2023
24020A003,259500.0,2023
24020A02-,263750.0,2023
24020A02-,280000.0,2023
24020E000,281500.0,2023
24038A00-,433750.0,2023
24038A00-,435000.0,2023
24038A00-,324000.0,2023
24038A011,460000.0,2023
24041A000,300000.0,2023
24041A000,310000.0,2023
24048A000,341000.0,2023
24048A012,495000.0,2023
24048A012,488063.0,2023
24048A034,822500.0,2023
24048A034,845000.0,2023
24055D312,654500.0,2023
24055D312,628750.0,2023
24062A07-,371000.0,2023
24062A11-,252500.0,2023
24062A13-,309368.0,2023
24062A15-,229000.0,2023
24062A23-,328000.0,2023
24062A32-,257500.0,2023
24062A42-,222643.0,2023
24062A44-,263000.0,2023
24062A51-,255000.0,2023
24062A52-,450000.0,2023
24062A52-,450000.0,2023
24062A52-,197000.0,2023
24062A53-,225341.0,2023
24062A54-,415000.0,2023
24062A54-,415000.0,2023
24062A54-,210000.0,2023
24062B100,370000.0,2023
24062B100,400000.0,2023
24062C00-,413500.0,2023
24062C00-,413500.0,2023
24062C41-,435000.0,2023
24062C41-,435000.0,2023
24062C41-,285000.0,2023
24062C43-,329800.0,2023
24062C50-,410000.0,2023
24062C50-,410000.0,2023
24062C51-,292000.0,2023
24062D00-,205000.0,2023
24062D02-,269250.0,2023
24062D03-,360000.0,2023
24062D03-,360000.0,2023
24062D03-,236000.0,2023
24062D22-,436500.0,2023
24062D22-,275000.0,2023
24062D644,178500.0,2023
24062F40-,395500.0,2023
24062F40-,415000.0,2023
24066A09-,395000.0,2023
24104A042,398500.0,2023
24104A042,398500.0,2023
24107A00-,220000.0,2023
24107A01-,209500.0,2023
24107A01-,209500.0,2023
24107A03-,282000.0,2023
24107A03-,282000.0,2023
24107A05-,200000.0,2023
24107A10-,219500.0,2023
24107A10-,219500.0,2023
24107A333,203000.0,2023
24107A333,216000.0,2023
24107A40-,249000.0,2023
24107A40-,249500.0,2023
24109A21-,380000.0,2023
24109A21-,377500.0,2023
24109B01-,375000.0,2023
