CD_STAT_SECTOR,CD_TYPE_FR_RENAMED,MS_TRANSACTIONS
91141A200,4 or + facades house,17
91141A200,all houses,18
91141A30-,2-3 facades house,20
91141A30-,4 or + facades house,4
91141A30-,all houses,24
91141A30-,apartments,1
91141A312,4 or + facades house,12
91141A312,all houses,12
91141A312,apartments,3
91141B000,2-3 facades house,18
91141B000,4 or + facades house,31
91141B000,all houses,49
91141B000,apartments,13
91141B010,2-3 facades house,19
91141B010,4 or + facades house,71
91141B010,all houses,90
91141B010,apartments,1
91141B022,4 or + facades house,9
91141B022,all houses,9
91141B063,4 or + facades house,21
91141B063,all houses,21
91141B091,4 or + facades house,5
91141B091,all houses,5
91141B10-,2-3 facades house,5
91141B10-,4 or + facades house,13
91141B10-,all houses,18
91141B112,2-3 facades house,2
91141B112,4 or + facades house,9
91141B112,all houses,11
91141B123,4 or + facades house,7
91141B123,all houses,7
91141B123,apartments,2
91141B191,4 or + facades house,9
91141B191,all houses,9
91141C001,2-3 facades house,43
91141C001,4 or + facades house,9
91141C001,all houses,52
91141C001,apartments,1
91141C012,2-3 facades house,2
91141C012,4 or + facades house,18
91141C012,all houses,20
91141C022,2-3 facades house,1
91141C022,4 or + facades house,2
91141C022,all houses,3
91141C033,2-3 facades house,2
91141C033,all houses,2
91141C091,2-3 facades house,1
91141C091,4 or + facades house,4
91141C091,all houses,5
91141D00-,2-3 facades house,25
91141D00-,4 or + facades house,28
91141D00-,all houses,53
91141D00-,apartments,11
91141D01-,4 or + facades house,1
91141D01-,all houses,1
91141D022,2-3 facades house,2
91141D022,4 or + facades house,24
91141D022,all houses,26
91141D033,4 or + facades house,4
91141D033,all houses,4
91141D091,2-3 facades house,2
91141D091,4 or + facades house,1
91141D091,all houses,3
91141E00-,2-3 facades house,20
91141E00-,4 or + facades house,13
91141E00-,all houses,33
91141E09-,4 or + facades house,3
91141E09-,all houses,3
91141F00-,2-3 facades house,21
91141F00-,4 or + facades house,31
91141F00-,all houses,52
91141F09-,2-3 facades house,1
91141F09-,4 or + facades house,1
91141F09-,all houses,2
91141_UNKNOWN,2-3 facades house,6
91141_UNKNOWN,4 or + facades house,8
91141_UNKNOWN,all houses,14
91142A00-,2-3 facades house,43
91142A00-,4 or + facades house,14
91142A00-,all houses,57
91142A00-,apartments,9
91142A012,2-3 facades house,3
91142A012,4 or + facades house,28
91142A012,all houses,31
91142A063,4 or + facades house,203
91142A063,all houses,203
91142A084,2-3 facades house,1
91142A084,4 or + facades house,2
91142A084,all houses,3
91142A091,2-3 facades house,5
91142A091,4 or + facades house,45
91142A091,all houses,50
91142A10-,2-3 facades house,6
91142A10-,4 or + facades house,12
91142A10-,all houses,18
91142A10-,apartments,1
91142A162,2-3 facades house,2
91142A162,4 or + facades house,185
91142A162,all houses,187
91142A191,4 or + facades house,20
91142A191,all houses,20
91142A20-,2-3 facades house,7
91142A20-,4 or + facades house,11
91142A20-,all houses,18
91142A262,2-3 facades house,1
91142A262,4 or + facades house,9
91142A262,all houses,10
91142A291,4 or + facades house,8
91142A291,all houses,8
91142A363,4 or + facades house,5
91142A363,all houses,5
91142A464,4 or + facades house,124
91142A464,all houses,124
91142B000,2-3 facades house,19
91142B000,4 or + facades house,46
91142B000,all houses,65
91142B062,2-3 facades house,86
91142B062,4 or + facades house,85
91142B062,all houses,171
91142B091,2-3 facades house,1
91142B091,4 or + facades house,27
91142B091,all houses,28
91142B091,apartments,12
91142C00-,2-3 facades house,32
91142C00-,4 or + facades house,43
91142C00-,all houses,75
91142C00-,apartments,20
91142C062,2-3 facades house,56
91142C062,4 or + facades house,1
91142C062,all houses,57
91142C091,4 or + facades house,11
91142C091,all houses,11
91142C29-,2-3 facades house,1
91142C29-,4 or + facades house,1
91142C29-,all houses,2
91142D00-,2-3 facades house,13
91142D00-,4 or + facades house,2
91142D00-,all houses,15
91142D062,4 or + facades house,87
91142D062,all houses,87
91142D091,2-3 facades house,2
91142D091,4 or + facades house,37
91142D091,all houses,39
91142D163,2-3 facades house,2
91142D163,4 or + facades house,273
91142D163,all houses,275
91142D163,apartments,1
91142E001,2-3 facades house,34
91142E001,4 or + facades house,50
91142E001,all houses,84
91142E062,4 or + facades house,18
91142E062,all houses,18
91142E090,4 or + facades house,7
91142E090,all houses,7
91142F000,2-3 facades house,24
91142F000,4 or + facades house,39
91142F000,all houses,63
91142F090,4 or + facades house,1
91142F090,all houses,1
91142F10-,2-3 facades house,12
91142F10-,4 or + facades house,26
91142F10-,all houses,38
91142F19-,4 or + facades house,2
91142F19-,all houses,2
91142F200,2-3 facades house,15
91142F200,4 or + facades house,32
91142F200,all houses,47
91142F36-,4 or + facades house,10
91142F36-,all houses,10
91142F36-,apartments,1
91142G00-,2-3 facades house,18
91142G00-,4 or + facades house,24
91142G00-,all houses,42
91142G012,2-3 facades house,4
91142G012,4 or + facades house,5
91142G012,all houses,9
91142G023,4 or + facades house,15
91142G023,all houses,15
91142G064,4 or + facades house,34
91142G064,all houses,34
91142G091,4 or + facades house,7
91142G091,all houses,7
91142_UNKNOWN,2-3 facades house,4
91142_UNKNOWN,4 or + facades house,18
91142_UNKNOWN,all houses,22
91143A00-,2-3 facades house,12
91143A00-,4 or + facades house,14
91143A00-,all houses,26
91143A09-,2-3 facades house,1
91143A09-,4 or + facades house,13
91143A09-,all houses,14
91143A09-,apartments,1
91143A10-,2-3 facades house,11
91143A10-,4 or + facades house,16
91143A10-,all houses,27
91143A19-,4 or + facades house,8
91143A19-,all houses,8
91143A200,2-3 facades house,8
91143A200,4 or + facades house,6
91143A200,all houses,14
91143A262,4 or + facades house,16
91143A262,all houses,16
91143A291,2-3 facades house,1
91143A291,4 or + facades house,4
91143A291,all houses,5
91143A363,2-3 facades house,5
91143A363,4 or + facades house,4
91143A363,all houses,9
91143A363,apartments,79
91143B000,2-3 facades house,39
91143B000,4 or + facades house,51
91143B000,all houses,90
91143B000,apartments,1
91143B012,2-3 facades house,7
91143B012,4 or + facades house,8
91143B012,all houses,15
91143B023,2-3 facades house,4
91143B023,4 or + facades house,4
91143B023,all houses,8
91143B091,4 or + facades house,7
91143B091,all houses,7
91143B100,2-3 facades house,10
91143B100,4 or + facades house,20
91143B100,all houses,30
91143B100,apartments,2
91143B1JA,4 or + facades house,14
91143B1JA,all houses,14
91143B1PA,4 or + facades house,4
91143B1PA,all houses,4
91143B200,2-3 facades house,17
91143B200,4 or + facades house,12
91143B200,all houses,29
91143B28-,4 or + facades house,12
91143B28-,all houses,12
91143B290,4 or + facades house,7
91143B290,all houses,7
91143B31-,4 or + facades house,2
91143B31-,all houses,2
91143C00-,2-3 facades house,36
91143C00-,4 or + facades house,15
91143C00-,all houses,51
91143C09-,2-3 facades house,1
91143C09-,4 or + facades house,6
91143C09-,all houses,7
91143C10-,2-3 facades house,13
91143C10-,4 or + facades house,3
91143C10-,all houses,16
91143C19-,4 or + facades house,4
91143C19-,all houses,4
91143C20-,2-3 facades house,11
91143C20-,4 or + facades house,2
91143C20-,all houses,13
91143D00-,2-3 facades house,38
91143D00-,4 or + facades house,14
91143D00-,all houses,52
91143D00-,apartments,11
91143D01-,2-3 facades house,5
91143D01-,4 or + facades house,8
91143D01-,all houses,13
91143D01-,apartments,2
91143D022,4 or + facades house,7
91143D022,all houses,7
91143D033,2-3 facades house,1
91143D033,4 or + facades house,7
91143D033,all houses,8
91143D064,2-3 facades house,2
91143D064,4 or + facades house,27
91143D064,all houses,29
91143D081,4 or + facades house,1
91143D081,all houses,1
91143D091,2-3 facades house,1
91143D091,4 or + facades house,11
91143D091,all houses,12
91143D091,apartments,5
91143D199,2-3 facades house,1
91143D199,4 or + facades house,2
91143D199,all houses,3
91143E00-,2-3 facades house,21
91143E00-,4 or + facades house,12
91143E00-,all houses,33
91143E09-,4 or + facades house,5
91143E09-,all houses,5
91143E10-,2-3 facades house,5
91143E10-,4 or + facades house,2
91143E10-,all houses,7
91143E19-,4 or + facades house,13
91143E19-,all houses,13
91143E29-,2-3 facades house,2
91143E29-,all houses,2
91143F00-,2-3 facades house,11
91143F00-,4 or + facades house,6
91143F00-,all houses,17
91143F09-,4 or + facades house,12
91143F09-,all houses,12
91143_UNKNOWN,2-3 facades house,4
91143_UNKNOWN,4 or + facades house,4
91143_UNKNOWN,all houses,8
92003A00-,2-3 facades house,244
92003A00-,4 or + facades house,12
92003A00-,all houses,256
92003A00-,apartments,149
92003A011,2-3 facades house,46
92003A011,4 or + facades house,15
92003A011,all houses,61
92003A011,apartments,8
92003A031,2-3 facades house,107
92003A031,4 or + facades house,48
92003A031,all houses,155
92003A04-,2-3 facades house,13
92003A04-,4 or + facades house,9
92003A04-,all houses,22
92003A04-,apartments,3
92003A072,2-3 facades house,3
92003A072,4 or + facades house,1
92003A072,all houses,4
92003A072,apartments,21
92003A09-,2-3 facades house,4
92003A09-,4 or + facades house,20
92003A09-,all houses,24
92003A101,2-3 facades house,129
92003A101,4 or + facades house,26
92003A101,all houses,155
92003A101,apartments,49
92003A112,2-3 facades house,37
92003A112,4 or + facades house,20
92003A112,all houses,57
92003A172,2-3 facades house,3
92003A172,all houses,3
92003A172,apartments,38
92003A190,2-3 facades house,1
92003A190,4 or + facades house,20
92003A190,all houses,21
92003A200,2-3 facades house,17
92003A200,4 or + facades house,27
92003A200,all houses,44
92003A200,apartments,5
92003A21-,2-3 facades house,25
92003A21-,4 or + facades house,27
92003A21-,all houses,52
92003A21-,apartments,9
92003A222,2-3 facades house,7
92003A222,4 or + facades house,18
92003A222,all houses,25
92003A222,apartments,3
92003A291,4 or + facades house,6
92003A291,all houses,6
92003A30-,2-3 facades house,13
92003A30-,4 or + facades house,11
92003A30-,all houses,24
92003A390,2-3 facades house,4
92003A390,4 or + facades house,6
92003A390,all houses,10
92003A490,2-3 facades house,7
92003A490,4 or + facades house,7
92003A490,all houses,14
92003A59-,2-3 facades house,3
92003A59-,4 or + facades house,18
92003A59-,all houses,21
92003B00-,2-3 facades house,9
92003B00-,4 or + facades house,31
92003B00-,all houses,40
92003B01-,2-3 facades house,6
92003B01-,4 or + facades house,18
92003B01-,all houses,24
92003B09-,2-3 facades house,14
92003B09-,4 or + facades house,25
92003B09-,all houses,39
92003B10-,2-3 facades house,2
92003B10-,4 or + facades house,5
92003B10-,all houses,7
92003B19-,4 or + facades house,8
92003B19-,all houses,8
92003C000,2-3 facades house,32
92003C000,4 or + facades house,7
92003C000,all houses,39
92003C01-,2-3 facades house,10
92003C01-,4 or + facades house,14
92003C01-,all houses,24
92003C020,2-3 facades house,23
92003C020,4 or + facades house,15
92003C020,all houses,38
92003C020,apartments,1
92003C090,2-3 facades house,3
92003C090,4 or + facades house,15
92003C090,all houses,18
92003D00-,2-3 facades house,25
92003D00-,4 or + facades house,15
92003D00-,all houses,40
92003D01-,2-3 facades house,17
92003D01-,4 or + facades house,5
92003D01-,all houses,22
92003D01-,apartments,2
92003D021,2-3 facades house,12
92003D021,4 or + facades house,4
92003D021,all houses,16
92003D021,apartments,3
92003D09-,2-3 facades house,6
92003D09-,4 or + facades house,7
92003D09-,all houses,13
92003E00-,2-3 facades house,3
92003E00-,4 or + facades house,6
92003E00-,all houses,9
92003E09-,2-3 facades house,5
92003E09-,4 or + facades house,3
92003E09-,all houses,8
92003E100,2-3 facades house,1
92003E100,4 or + facades house,17
92003E100,all houses,18
92003F00-,2-3 facades house,83
92003F00-,4 or + facades house,23
92003F00-,all houses,106
92003F00-,apartments,31
92003F01-,2-3 facades house,26
92003F01-,4 or + facades house,7
92003F01-,all houses,33
92003F19-,2-3 facades house,1
92003F19-,4 or + facades house,3
92003F19-,all houses,4
92003G00-,2-3 facades house,86
92003G00-,4 or + facades house,24
92003G00-,all houses,110
92003G00-,apartments,10
92003G01-,2-3 facades house,11
92003G01-,4 or + facades house,18
92003G01-,all houses,29
92003G01-,apartments,7
92003G022,2-3 facades house,6
92003G022,4 or + facades house,26
92003G022,all houses,32
92003G091,2-3 facades house,10
92003G091,4 or + facades house,4
92003G091,all houses,14
92003H00-,2-3 facades house,37
92003H00-,4 or + facades house,30
92003H00-,all houses,67
92003H00-,apartments,2
92003H01-,2-3 facades house,2
92003H01-,4 or + facades house,8
92003H01-,all houses,10
92003H01-,apartments,1
92003H09-,2-3 facades house,8
92003H09-,4 or + facades house,23
92003H09-,all houses,31
92003H10-,4 or + facades house,1
92003H10-,all houses,1
92003H19-,2-3 facades house,1
92003H19-,4 or + facades house,1
92003H19-,all houses,2
92003H20-,2-3 facades house,12
92003H20-,4 or + facades house,18
92003H20-,all houses,30
92003H20-,apartments,1
92003H21-,2-3 facades house,11
92003H21-,4 or + facades house,11
92003H21-,all houses,22
92003H220,2-3 facades house,39
92003H220,4 or + facades house,6
92003H220,all houses,45
92003H290,4 or + facades house,1
92003H290,all houses,1
92003J00-,2-3 facades house,10
92003J00-,4 or + facades house,8
92003J00-,all houses,18
92003J09-,2-3 facades house,10
92003J09-,4 or + facades house,29
92003J09-,all houses,39
92003J10-,2-3 facades house,22
92003J10-,4 or + facades house,10
92003J10-,all houses,32
92003J10-,apartments,2
92003J20-,2-3 facades house,64
92003J20-,4 or + facades house,19
92003J20-,all houses,83
92003J20-,apartments,7
92003J212,2-3 facades house,7
92003J212,4 or + facades house,10
92003J212,all houses,17
92003J291,2-3 facades house,17
92003J291,4 or + facades house,22
92003J291,all houses,39
92003K001,2-3 facades house,28
92003K001,4 or + facades house,2
92003K001,all houses,30
92003K001,apartments,1
92003K01-,2-3 facades house,70
92003K01-,4 or + facades house,12
92003K01-,all houses,82
92003K01-,apartments,7
92003K022,2-3 facades house,103
92003K022,4 or + facades house,14
92003K022,all houses,117
92003K022,apartments,4
92003K032,2-3 facades house,3
92003K032,4 or + facades house,18
92003K032,all houses,21
92003K032,apartments,7
92003K08-,2-3 facades house,1
92003K08-,4 or + facades house,3
92003K08-,all houses,4
92003K101,2-3 facades house,38
92003K101,4 or + facades house,5
92003K101,all houses,43
92003K101,apartments,22
92003K11-,2-3 facades house,41
92003K11-,4 or + facades house,56
92003K11-,all houses,97
92003K11-,apartments,11
92003K122,2-3 facades house,1
92003K122,4 or + facades house,1
92003K122,all houses,2
92003K122,apartments,1
92003K172,2-3 facades house,5
92003K172,all houses,5
92003K191,2-3 facades house,3
92003K191,4 or + facades house,7
92003K191,all houses,10
92003K1MJ,2-3 facades house,12
92003K1MJ,4 or + facades house,5
92003K1MJ,all houses,17
92003K200,2-3 facades house,66
92003K200,4 or + facades house,9
92003K200,all houses,75
92003K212,2-3 facades house,2
92003K212,4 or + facades house,27
92003K212,all houses,29
92003_UNKNOWN,2-3 facades house,26
92003_UNKNOWN,4 or + facades house,21
92003_UNKNOWN,all houses,47
92003_UNKNOWN,apartments,10
92006A000,2-3 facades house,33
92006A000,4 or + facades house,18
92006A000,all houses,51
92006A000,apartments,4
92006A072,4 or + facades house,1
92006A072,all houses,1
92006A090,2-3 facades house,1
92006A090,4 or + facades house,3
92006A090,all houses,4
92006A0AJ,2-3 facades house,1
92006A0AJ,4 or + facades house,14
92006A0AJ,all houses,15
92006A19-,2-3 facades house,6
92006A19-,4 or + facades house,10
92006A19-,all houses,16
92006A290,2-3 facades house,1
92006A290,4 or + facades house,19
92006A290,all houses,20
92006A290,apartments,2
92006A39-,2-3 facades house,1
92006A39-,4 or + facades house,2
92006A39-,all houses,3
92006A49-,2-3 facades house,2
92006A49-,4 or + facades house,4
92006A49-,all houses,6
92006B00-,2-3 facades house,14
92006B00-,4 or + facades house,16
92006B00-,all houses,30
92006B012,4 or + facades house,5
92006B012,all houses,5
92006B091,2-3 facades house,4
92006B091,4 or + facades house,7
92006B091,all houses,11
92006C000,2-3 facades house,17
92006C000,4 or + facades house,28
92006C000,all houses,45
92006C000,apartments,7
92006C012,4 or + facades house,6
92006C012,all houses,6
92006C091,2-3 facades house,2
92006C091,4 or + facades house,9
92006C091,all houses,11
92006C10-,4 or + facades house,3
92006C10-,all houses,3
92006C19-,4 or + facades house,5
92006C19-,all houses,5
92006D001,2-3 facades house,14
92006D001,4 or + facades house,38
