CD_STAT_SECTOR,CD_TYPE_FR_RENAMED,MS_TRANSACTIONS
56016B122,all houses,3
56016B191,4 or + facades house,7
56016B191,all houses,7
56016C19-,4 or + facades house,1
56016C19-,all houses,1
56016D00-,2-3 facades house,4
56016D00-,4 or + facades house,2
56016D00-,all houses,6
56016E00-,2-3 facades house,23
56016E00-,4 or + facades house,8
56016E00-,all houses,31
56016E013,2-3 facades house,7
56016E013,4 or + facades house,30
56016E013,all houses,37
56016E082,4 or + facades house,2
56016E082,all houses,2
56016E091,2-3 facades house,2
56016E091,4 or + facades house,4
56016E091,all houses,6
56016E10-,2-3 facades house,2
56016E10-,4 or + facades house,1
56016E10-,all houses,3
56016E190,4 or + facades house,2
56016E190,all houses,2
56016E29-,4 or + facades house,1
56016E29-,all houses,1
56016F00-,2-3 facades house,7
56016F00-,4 or + facades house,5
56016F00-,all houses,12
56016F09-,2-3 facades house,2
56016F09-,4 or + facades house,12
56016F09-,all houses,14
56016F19-,4 or + facades house,1
56016F19-,all houses,1
56016G00-,2-3 facades house,5
56016G00-,4 or + facades house,9
56016G00-,all houses,14
56016G091,2-3 facades house,1
56016G091,4 or + facades house,22
56016G091,all houses,23
56016G192,4 or + facades house,3
56016G192,all houses,3
56016H00-,2-3 facades house,25
56016H00-,4 or + facades house,10
56016H00-,all houses,35
56016H010,2-3 facades house,11
56016H010,4 or + facades house,17
56016H010,all houses,28
56016H091,2-3 facades house,2
56016H091,4 or + facades house,6
56016H091,all houses,8
56016H191,2-3 facades house,2
56016H191,4 or + facades house,4
56016H191,all houses,6
56016J009,2-3 facades house,12
56016J009,4 or + facades house,19
56016J009,all houses,31
56016J010,2-3 facades house,6
56016J010,4 or + facades house,13
56016J010,all houses,19
56016J03-,4 or + facades house,2
56016J03-,all houses,2
56016J091,2-3 facades house,6
56016J091,4 or + facades house,5
56016J091,all houses,11
56016J162,4 or + facades house,229
56016J162,all houses,229
56016J162,apartments,1
56016J191,4 or + facades house,3
56016J191,all houses,3
56016K00-,2-3 facades house,13
56016K00-,4 or + facades house,3
56016K00-,all houses,16
56016K012,2-3 facades house,1
56016K012,4 or + facades house,3
56016K012,all houses,4
56016K091,2-3 facades house,3
56016K091,4 or + facades house,3
56016K091,all houses,6
56016K190,4 or + facades house,7
56016K190,all houses,7
56016L00-,2-3 facades house,4
56016L00-,4 or + facades house,2
56016L00-,all houses,6
56016L012,2-3 facades house,2
56016L012,4 or + facades house,7
56016L012,all houses,9
56016L081,4 or + facades house,3
56016L081,all houses,3
56016L09-,2-3 facades house,1
56016L09-,4 or + facades house,8
56016L09-,all houses,9
56016M00-,2-3 facades house,2
56016M00-,4 or + facades house,9
56016M00-,all houses,11
56016M09-,4 or + facades house,1
56016M09-,all houses,1
56016N00-,2-3 facades house,4
56016N00-,4 or + facades house,5
56016N00-,all houses,9
56016N012,2-3 facades house,3
56016N012,4 or + facades house,3
56016N012,all houses,6
56016N091,2-3 facades house,1
56016N091,4 or + facades house,5
56016N091,all houses,6
56016P00-,2-3 facades house,7
56016P00-,4 or + facades house,8
56016P00-,all houses,15
56016P091,4 or + facades house,9
56016P091,all houses,9
56016_UNKNOWN,2-3 facades house,9
56016_UNKNOWN,4 or + facades house,10
56016_UNKNOWN,all houses,19
56022A001,2-3 facades house,115
56022A001,4 or + facades house,18
56022A001,all houses,133
56022A011,2-3 facades house,208
56022A011,4 or + facades house,19
56022A011,all houses,227
56022A011,apartments,4
56022A022,2-3 facades house,41
56022A022,4 or + facades house,24
56022A022,all houses,65
56022A032,2-3 facades house,1
56022A032,4 or + facades house,18
56022A032,all houses,19
56022A091,2-3 facades house,3
56022A091,4 or + facades house,5
56022A091,all houses,8
56022A0MJ,2-3 facades house,2
56022A0MJ,4 or + facades house,5
56022A0MJ,all houses,7
56022B00-,2-3 facades house,111
56022B00-,4 or + facades house,21
56022B00-,all houses,132
56022B00-,apartments,5
56022B011,2-3 facades house,78
56022B011,4 or + facades house,23
56022B011,all houses,101
56022B022,2-3 facades house,6
56022B022,4 or + facades house,11
56022B022,all houses,17
56022B08-,2-3 facades house,2
56022B08-,4 or + facades house,16
56022B08-,all houses,18
56022B09-,2-3 facades house,5
56022B09-,4 or + facades house,8
56022B09-,all houses,13
56022B19-,2-3 facades house,4
56022B19-,all houses,4
56022B29-,2-3 facades house,12
56022B29-,4 or + facades house,4
56022B29-,all houses,16
56022B31-,2-3 facades house,3
56022B31-,all houses,3
56022B39-,2-3 facades house,3
56022B39-,4 or + facades house,1
56022B39-,all houses,4
56022B41-,2-3 facades house,6
56022B41-,4 or + facades house,4
56022B41-,all houses,10
56022C00-,2-3 facades house,27
56022C00-,4 or + facades house,8
56022C00-,all houses,35
56022C08-,2-3 facades house,2
56022C08-,4 or + facades house,4
56022C08-,all houses,6
56022C09-,2-3 facades house,3
56022C09-,4 or + facades house,8
56022C09-,all houses,11
56022D000,2-3 facades house,21
56022D000,4 or + facades house,22
56022D000,all houses,43
56022D090,4 or + facades house,5
56022D090,all houses,5
56022E000,2-3 facades house,34
56022E000,4 or + facades house,24
56022E000,all houses,58
56022E091,4 or + facades house,4
56022E091,all houses,4
56022F001,2-3 facades house,121
56022F001,4 or + facades house,20
56022F001,all houses,141
56022F012,2-3 facades house,1
56022F012,4 or + facades house,4
56022F012,all houses,5
56022F021,2-3 facades house,11
56022F021,4 or + facades house,4
56022F021,all houses,15
56022F022,2-3 facades house,4
56022F022,all houses,4
56022F082,2-3 facades house,1
56022F082,4 or + facades house,7
56022F082,all houses,8
56022F091,2-3 facades house,8
56022F091,4 or + facades house,4
56022F091,all houses,12
56022_UNKNOWN,2-3 facades house,13
56022_UNKNOWN,4 or + facades house,3
56022_UNKNOWN,all houses,16
56029A001,2-3 facades house,19
56029A001,4 or + facades house,13
56029A001,all houses,32
56029A001,apartments,1
56029A012,2-3 facades house,4
56029A012,4 or + facades house,10
56029A012,all houses,14
56029A081,2-3 facades house,1
56029A081,4 or + facades house,13
56029A081,all houses,14
56029A090,2-3 facades house,3
56029A090,4 or + facades house,24
56029A090,all houses,27
56029A10-,2-3 facades house,3
56029A10-,4 or + facades house,5
56029A10-,all houses,8
56029A102,2-3 facades house,1
56029A102,all houses,1
56029A182,2-3 facades house,5
56029A182,4 or + facades house,25
56029A182,all houses,30
56029A191,2-3 facades house,1
56029A191,4 or + facades house,2
56029A191,all houses,3
56029A1AJ,4 or + facades house,168
56029A1AJ,all houses,168
56029A1AJ,apartments,1
56029A29-,2-3 facades house,1
56029A29-,4 or + facades house,5
56029A29-,all houses,6
56029A39-,4 or + facades house,1
56029A39-,all houses,1
56029B000,2-3 facades house,4
56029B000,4 or + facades house,4
56029B000,all houses,8
56029B090,4 or + facades house,3
56029B090,all houses,3
56029B163,4 or + facades house,172
56029B163,all houses,172
56029B182,2-3 facades house,2
56029B182,4 or + facades house,4
56029B182,all houses,6
56029B191,4 or + facades house,7
56029B191,all houses,7
56029B283,2-3 facades house,11
56029B283,4 or + facades house,29
56029B283,all houses,40
56029C00-,2-3 facades house,14
56029C00-,4 or + facades house,10
56029C00-,all houses,24
56029C082,2-3 facades house,66
56029C082,4 or + facades house,42
56029C082,all houses,108
56029C082,apartments,49
56029C091,4 or + facades house,2
56029C091,all houses,2
56029D000,2-3 facades house,35
56029D000,4 or + facades house,20
56029D000,all houses,55
56029D000,apartments,5
56029D090,4 or + facades house,7
56029D090,all houses,7
56029D182,2-3 facades house,7
56029D182,4 or + facades house,45
56029D182,all houses,52
56029D191,4 or + facades house,1
56029D191,all houses,1
56029_UNKNOWN,2-3 facades house,9
56029_UNKNOWN,4 or + facades house,4
56029_UNKNOWN,all houses,13
56044A00-,2-3 facades house,24
56044A00-,4 or + facades house,9
56044A00-,all houses,33
56044A00-,apartments,3
56044A011,2-3 facades house,66
56044A011,4 or + facades house,33
56044A011,all houses,99
56044A011,apartments,1
56044A020,2-3 facades house,7
56044A020,4 or + facades house,9
56044A020,all houses,16
56044A032,2-3 facades house,23
56044A032,4 or + facades house,58
56044A032,all houses,81
56044A032,apartments,7
56044A09-,2-3 facades house,7
56044A09-,4 or + facades house,7
56044A09-,all houses,14
56044A0PP,2-3 facades house,2
56044A0PP,4 or + facades house,5
56044A0PP,all houses,7
56044A0PP,apartments,11
56044A100,2-3 facades house,71
56044A100,4 or + facades house,30
56044A100,all houses,101
56044A100,apartments,4
56044A190,2-3 facades house,2
56044A190,4 or + facades house,4
56044A190,all houses,6
56044B00-,2-3 facades house,8
56044B00-,4 or + facades house,6
56044B00-,all houses,14
56044B01-,2-3 facades house,12
56044B01-,4 or + facades house,4
56044B01-,all houses,16
56044B02-,2-3 facades house,11
56044B02-,4 or + facades house,8
56044B02-,all houses,19
56044B0PP,2-3 facades house,2
56044B0PP,4 or + facades house,5
56044B0PP,all houses,7
56044C00-,2-3 facades house,6
56044C00-,4 or + facades house,19
56044C00-,all houses,25
56044C099,4 or + facades house,9
56044C099,all houses,9
56044D000,2-3 facades house,4
56044D000,4 or + facades house,9
56044D000,all houses,13
56044D090,2-3 facades house,5
56044D090,4 or + facades house,15
56044D090,all houses,20
56044D110,2-3 facades house,1
56044D110,4 or + facades house,2
56044D110,all houses,3
56044_UNKNOWN,2-3 facades house,9
56044_UNKNOWN,4 or + facades house,8
56044_UNKNOWN,all houses,17
56049A001,2-3 facades house,52
56049A001,4 or + facades house,13
56049A001,all houses,65
56049A001,apartments,2
56049A010,2-3 facades house,33
56049A010,4 or + facades house,10
56049A010,all houses,43
56049A022,2-3 facades house,5
56049A022,4 or + facades house,7
56049A022,all houses,12
56049A080,4 or + facades house,2
56049A080,all houses,2
56049B00-,2-3 facades house,10
56049B00-,4 or + facades house,9
56049B00-,all houses,19
56049B01-,2-3 facades house,4
56049B01-,4 or + facades house,7
56049B01-,all houses,11
56049B09-,2-3 facades house,2
56049B09-,4 or + facades house,11
56049B09-,all houses,13
56049C00-,2-3 facades house,66
56049C00-,4 or + facades house,44
56049C00-,all houses,110
56049C01-,2-3 facades house,17
56049C01-,4 or + facades house,2
56049C01-,all houses,19
56049C082,4 or + facades house,1
56049C082,all houses,1
56049C091,2-3 facades house,2
56049C091,4 or + facades house,2
56049C091,all houses,4
56049D000,2-3 facades house,30
56049D000,4 or + facades house,9
56049D000,all houses,39
56049D01-,2-3 facades house,4
56049D01-,4 or + facades house,9
56049D01-,all houses,13
56049D082,2-3 facades house,1
56049D082,4 or + facades house,5
56049D082,all houses,6
56049D091,2-3 facades house,7
56049D091,4 or + facades house,10
56049D091,all houses,17
56049D091,apartments,1
56049_UNKNOWN,2-3 facades house,9
56049_UNKNOWN,4 or + facades house,4
56049_UNKNOWN,all houses,13
56049_UNKNOWN,apartments,1
56051A00-,2-3 facades house,75
56051A00-,4 or + facades house,28
56051A00-,all houses,103
56051A00-,apartments,1
56051A010,2-3 facades house,21
56051A010,4 or + facades house,38
56051A010,all houses,59
56051A08-,2-3 facades house,6
56051A08-,4 or + facades house,13
56051A08-,all houses,19
56051A090,2-3 facades house,2
56051A090,4 or + facades house,23
56051A090,all houses,25
56051B000,2-3 facades house,34
56051B000,4 or + facades house,17
56051B000,all houses,51
56051B013,4 or + facades house,13
56051B013,all houses,13
56051B082,4 or + facades house,10
56051B082,all houses,10
56051B091,4 or + facades house,1
56051B091,all houses,1
56051C00-,2-3 facades house,6
56051C00-,4 or + facades house,13
56051C00-,all houses,19
56051C091,2-3 facades house,2
56051C091,4 or + facades house,13
56051C091,all houses,15
56051D00-,2-3 facades house,2
56051D00-,4 or + facades house,8
56051D00-,all houses,10
56051D09-,2-3 facades house,3
56051D09-,4 or + facades house,9
56051D09-,all houses,12
56051D10-,4 or + facades house,9
56051D10-,all houses,9
56051D19-,4 or + facades house,29
56051D19-,all houses,29
56051D20-,2-3 facades house,3
56051D20-,4 or + facades house,4
56051D20-,all houses,7
56051D29-,2-3 facades house,4
56051D29-,4 or + facades house,14
56051D29-,all houses,18
56051E002,2-3 facades house,2
56051E002,4 or + facades house,3
56051E002,all houses,5
56051E081,4 or + facades house,7
56051E081,all houses,7
56051E09-,2-3 facades house,1
56051E09-,all houses,1
56051F00-,2-3 facades house,5
56051F00-,4 or + facades house,13
56051F00-,all houses,18
56051F08-,2-3 facades house,2
56051F08-,4 or + facades house,15
56051F08-,all houses,17
56051F09-,2-3 facades house,2
56051F09-,4 or + facades house,5
56051F09-,all houses,7
56051G00-,2-3 facades house,6
56051G00-,4 or + facades house,4
56051G00-,all houses,10
56051G09-,2-3 facades house,8
56051G09-,4 or + facades house,21
56051G09-,all houses,29
56051_UNKNOWN,2-3 facades house,6
56051_UNKNOWN,4 or + facades house,5
56051_UNKNOWN,all houses,11
56078A00-,2-3 facades house,145
56078A00-,4 or + facades house,9
56078A00-,all houses,154
56078A00-,apartments,34
56078A01-,2-3 facades house,23
56078A01-,4 or + facades house,32
56078A01-,all houses,55
56078A02-,2-3 facades house,14
56078A02-,4 or + facades house,22
56078A02-,all houses,36
56078A02-,apartments,4
56078A03-,2-3 facades house,15
56078A03-,4 or + facades house,11
56078A03-,all houses,26
56078A03-,apartments,9
56078A043,2-3 facades house,7
56078A043,4 or + facades house,2
56078A043,all houses,9
56078A043,apartments,4
56078A081,2-3 facades house,5
56078A081,4 or + facades house,14
56078A081,all houses,19
56078A092,4 or + facades house,16
56078A092,all houses,16
56078A092,apartments,1
56078A10-,2-3 facades house,41
56078A10-,4 or + facades house,53
56078A10-,all houses,94
56078A10-,apartments,6
56078A113,2-3 facades house,2
56078A113,4 or + facades house,2
56078A113,all houses,4
56078A19-,2-3 facades house,10
56078A19-,4 or + facades house,4
56078A19-,all houses,14
56078A21-,2-3 facades house,4
56078A21-,4 or + facades house,6
56078A21-,all houses,10
56078A222,2-3 facades house,4
56078A222,4 or + facades house,18
56078A222,all houses,22
56078A291,2-3 facades house,3
56078A291,4 or + facades house,6
56078A291,all houses,9
56078B00-,2-3 facades house,39
56078B00-,4 or + facades house,32
56078B00-,all houses,71
56078B00-,apartments,11
56078B010,2-3 facades house,55
56078B010,4 or + facades house,40
56078B010,all houses,95
56078B010,apartments,5
56078B08-,2-3 facades house,8
56078B08-,4 or + facades house,7
56078B08-,all houses,15
56078B091,2-3 facades house,1
56078B091,4 or + facades house,2
56078B091,all houses,3
56078B112,2-3 facades house,13
56078B112,4 or + facades house,98
56078B112,all houses,111
56078B112,apartments,1
56078B122,2-3 facades house,1
56078B122,4 or + facades house,29
56078B122,all houses,30
56078B122,apartments,40
56078B182,4 or + facades house,5
56078B182,all houses,5
56078B20-,2-3 facades house,1
56078B20-,all houses,1
56078B28-,2-3 facades house,8
56078B28-,4 or + facades house,13
56078B28-,all houses,21
56078B291,4 or + facades house,3
56078B291,all houses,3
56078C000,2-3 facades house,10
56078C000,4 or + facades house,15
56078C000,all houses,25
56078C091,2-3 facades house,4
56078C091,4 or + facades house,15
56078C091,all houses,19
56078D001,2-3 facades house,55
56078D001,4 or + facades house,9
56078D001,all houses,64
56078D001,apartments,3
56078D01-,2-3 facades house,17
56078D01-,4 or + facades house,5
56078D01-,all houses,22
56078D022,2-3 facades house,27
56078D022,4 or + facades house,10
56078D022,all houses,37
56078D09-,2-3 facades house,3
56078D09-,4 or + facades house,11
56078D09-,all houses,14
56078D10-,2-3 facades house,1
56078D10-,all houses,1
56078D19-,2-3 facades house,4
56078D19-,4 or + facades house,10
56078D19-,all houses,14
56078E00-,2-3 facades house,6
56078E00-,4 or + facades house,1
56078E00-,all houses,7
56078E09-,2-3 facades house,4
56078E09-,4 or + facades house,2
56078E09-,all houses,6
56078F00-,2-3 facades house,22
56078F00-,4 or + facades house,9
56078F00-,all houses,31
56078F09-,4 or + facades house,3
56078F09-,all houses,3
56078F1PN,4 or + facades house,1
56078F1PN,all houses,1
56078G000,2-3 facades house,13
56078G000,4 or + facades house,6
56078G000,all houses,19
56078G09-,2-3 facades house,1
56078G09-,4 or + facades house,10
56078G09-,all houses,11
56078H00-,2-3 facades house,5
56078H00-,4 or + facades house,6
56078H00-,all houses,11
56078H012,2-3 facades house,15
56078H012,4 or + facades house,47
56078H012,all houses,62
56078H063,4 or + facades house,1
56078H063,all houses,1
56078H08-,4 or + facades house,4
56078H08-,all houses,4
56078H091,4 or + facades house,4
56078H091,all houses,4
56078_UNKNOWN,2-3 facades house,20
56078_UNKNOWN,4 or + facades house,16
56078_UNKNOWN,all houses,36
56085A001,2-3 facades house,73
56085A001,4 or + facades house,19
56085A001,all houses,92
56085A01-,2-3 facades house,26
56085A01-,4 or + facades house,7
56085A01-,all houses,33
56085A02-,2-3 facades house,21
56085A02-,4 or + facades house,9
56085A02-,all houses,30
56085A032,2-3 facades house,17
56085A032,4 or + facades house,8
56085A032,all houses,25
56085A08-,2-3 facades house,4
56085A08-,4 or + facades house,5
56085A08-,all houses,9
56085A09-,2-3 facades house,1
56085A09-,4 or + facades house,1
56085A09-,all houses,2
56085B00-,2-3 facades house,33
56085B00-,4 or + facades house,13
56085B00-,all houses,46
56085B00-,apartments,1
56085B012,4 or + facades house,7
56085B012,all houses,7
56085B083,2-3 facades house,5
56085B083,4 or + facades house,5
56085B083,all houses,10
56085B091,2-3 facades house,7
56085B091,4 or + facades house,26
56085B091,all houses,33
56085B091,apartments,11
56085B112,2-3 facades house,17
56085B112,4 or + facades house,7
56085B112,all houses,24
56085B191,2-3 facades house,7
56085B191,4 or + facades house,5
56085B191,all houses,12
56085C000,2-3 facades house,34
56085C000,4 or + facades house,12
56085C000,all houses,46
56085C012,4 or + facades house,21
56085C012,all houses,21
56085C08-,2-3 facades house,3
56085C08-,4 or + facades house,7
56085C08-,all houses,10
56085C08-,apartments,1
56085C091,2-3 facades house,1
56085C091,4 or + facades house,14
56085C091,all houses,15
56085C0AJ,4 or + facades house,5
56085C0AJ,all houses,5
56085D00-,2-3 facades house,22
56085D00-,4 or + facades house,12
56085D00-,all houses,34
56085D062,2-3 facades house,9
56085D062,all houses,9
56085D091,2-3 facades house,3
56085D091,4 or + facades house,7
56085D091,all houses,10
56085E000,2-3 facades house,10
56085E000,4 or + facades house,10
56085E000,all houses,20
56085E090,2-3 facades house,2
56085E090,4 or + facades house,1
56085E090,all houses,3
56085E190,2-3 facades house,2
56085E190,4 or + facades house,5
56085E190,all houses,7
56085F00-,2-3 facades house,8
56085F00-,4 or + facades house,7
56085F00-,all houses,15
56085G00-,2-3 facades house,25
56085G00-,4 or + facades house,4
56085G00-,all houses,29
56085G09-,4 or + facades house,3
56085G09-,all houses,3
56085H00-,2-3 facades house,31
56085H00-,4 or + facades house,8
56085H00-,all houses,39
56085H00-,apartments,1
56085H01-,2-3 facades house,35
56085H01-,4 or + facades house,12
56085H01-,all houses,47
56085H082,4 or + facades house,5
56085H082,all houses,5
56085H091,4 or + facades house,1
56085H091,all houses,1
56085J00-,2-3 facades house,4
56085J00-,4 or + facades house,3
56085J00-,all houses,7
56085J09-,4 or + facades house,3
56085J09-,all houses,3
56085_UNKNOWN,2-3 facades house,14
56085_UNKNOWN,4 or + facades house,3
56085_UNKNOWN,all houses,17
56086A000,2-3 facades house,62
56086A000,4 or + facades house,9
56086A000,all houses,71
56086A000,apartments,24
56086A010,2-3 facades house,16
56086A010,4 or + facades house,27
56086A010,all houses,43
56086A02-,2-3 facades house,2
56086A02-,4 or + facades house,50
56086A02-,all houses,52
56086A03-,4 or + facades house,2
56086A03-,all houses,2
56086A032,4 or + facades house,11
56086A032,all houses,11
56086A040,2-3 facades house,4
56086A040,4 or + facades house,25
56086A040,all houses,29
56086A091,2-3 facades house,2
56086A091,4 or + facades house,11
56086A091,all houses,13
56086A10-,2-3 facades house,62
56086A10-,4 or + facades house,49
56086A10-,all houses,111
56086A11-,2-3 facades house,18
56086A11-,4 or + facades house,50
56086A11-,all houses,68
56086A122,2-3 facades house,2
56086A122,4 or + facades house,17
56086A122,all houses,19
56086A183,4 or + facades house,9
56086A183,all houses,9
56086A191,4 or + facades house,1
56086A191,all houses,1
56086A214,2-3 facades house,3
56086A214,4 or + facades house,11
56086A214,all houses,14
56086A39-,2-3 facades house,13
56086A39-,4 or + facades house,28
56086A39-,all houses,41
56086B000,2-3 facades house,51
56086B000,4 or + facades house,28
56086B000,all houses,79
56086B000,apartments,7
56086B01-,2-3 facades house,5
56086B01-,4 or + facades house,7
56086B01-,all houses,12
56086B020,2-3 facades house,5
56086B020,4 or + facades house,7
56086B020,all houses,12
56086B030,2-3 facades house,2
56086B030,4 or + facades house,22
56086B030,all houses,24
56086B030,apartments,11
56086B032,4 or + facades house,26
56086B032,all houses,26
56086B042,2-3 facades house,9
56086B042,4 or + facades house,42
56086B042,all houses,51
56086B053,2-3 facades house,1
56086B053,4 or + facades house,12
56086B053,all houses,13
56086B081,2-3 facades house,1
56086B081,4 or + facades house,5
56086B081,all houses,6
56086B091,2-3 facades house,3
56086B091,4 or + facades house,12
56086B091,all houses,15
56086B100,2-3 facades house,10
56086B100,4 or + facades house,7
56086B100,all houses,17
56086B100,apartments,28
56086B111,2-3 facades house,16
56086B111,4 or + facades house,26
56086B111,all houses,42
56086B111,apartments,1
56086B121,2-3 facades house,6
56086B121,4 or + facades house,32
56086B121,all houses,38
56086B121,apartments,12
56086B132,2-3 facades house,16
56086B132,4 or + facades house,74
56086B132,all houses,90
56086B132,apartments,5
56086B142,2-3 facades house,20
56086B142,4 or + facades house,27
56086B142,all houses,47
56086B142,apartments,1
56086B18-,2-3 facades house,2
56086B18-,4 or + facades house,4
56086B18-,all houses,6
56086B19-,4 or + facades house,2
56086B19-,all houses,2
56086B200,2-3 facades house,38
56086B200,4 or + facades house,35
56086B200,all houses,73
56086B200,apartments,4
56086C000,2-3 facades house,16
56086C000,4 or + facades house,6
56086C000,all houses,22
56086C010,2-3 facades house,6
56086C010,4 or + facades house,8
56086C010,all houses,14
56086C080,2-3 facades house,2
56086C080,4 or + facades house,1
56086C080,all houses,3
56086C099,4 or + facades house,7
56086C099,all houses,7
56086D000,2-3 facades house,35
56086D000,4 or + facades house,17
56086D000,all houses,52
56086D012,2-3 facades house,3
56086D012,4 or + facades house,8
56086D012,all houses,11
56086D081,4 or + facades house,3
56086D081,all houses,3
56086D090,4 or + facades house,1
56086D090,all houses,1
56086E00-,2-3 facades house,30
56086E00-,4 or + facades house,6
56086E00-,all houses,36
56086E00-,apartments,3
56086E010,2-3 facades house,17
56086E010,4 or + facades house,13
56086E010,all houses,30
56086E022,2-3 facades house,2
56086E022,4 or + facades house,10
56086E022,all houses,12
56086E091,2-3 facades house,1
56086E091,all houses,1
56086E0PP,apartments,3
56086E112,2-3 facades house,9
56086E112,4 or + facades house,25
56086E112,all houses,34
56086_UNKNOWN,2-3 facades house,19
56086_UNKNOWN,4 or + facades house,14
56086_UNKNOWN,all houses,33
56086_UNKNOWN,apartments,2
56087A001,2-3 facades house,182
56087A001,4 or + facades house,1
56087A001,all houses,183
56087A001,apartments,68
56087A01-,2-3 facades house,139
56087A01-,4 or + facades house,25
56087A01-,all houses,164
56087A01-,apartments,30
56087A02-,2-3 facades house,67
56087A02-,4 or + facades house,3
56087A02-,all houses,70
56087A02-,apartments,17
56087A032,2-3 facades house,145
56087A032,4 or + facades house,3
56087A032,all houses,148
56087A032,apartments,7
56087A09-,2-3 facades house,11
56087A09-,4 or + facades house,8
56087A09-,all houses,19
56087A10-,2-3 facades house,2
56087A10-,4 or + facades house,2
56087A10-,all houses,4
56087A112,2-3 facades house,21
56087A112,4 or + facades house,22
56087A112,all houses,43
56087A122,2-3 facades house,10
56087A122,4 or + facades house,3
56087A122,all houses,13
56087A181,2-3 facades house,2
56087A181,4 or + facades house,10
56087A181,all houses,12
56087A181,apartments,4
56087A191,2-3 facades house,9
56087A191,4 or + facades house,3
56087A191,all houses,12
56087A191,apartments,7
56087A21-,2-3 facades house,6
56087A21-,4 or + facades house,12
56087A21-,all houses,18
56087A21-,apartments,3
56087A31-,4 or + facades house,1
56087A31-,all houses,1
56087A32-,2-3 facades house,3
56087A32-,4 or + facades house,29
56087A32-,all houses,32
56087A32-,apartments,2
56087A33-,2-3 facades house,68
56087A33-,4 or + facades house,13
56087A33-,all houses,81
56087A33-,apartments,7
56087A343,2-3 facades house,17
56087A343,4 or + facades house,24
56087A343,all houses,41
56087A343,apartments,1
56087B00-,2-3 facades house,114
56087B00-,4 or + facades house,17
56087B00-,all houses,131
56087B00-,apartments,18
56087B01-,2-3 facades house,127
56087B01-,4 or + facades house,17
56087B01-,all houses,144
56087B01-,apartments,1
56087B02-,2-3 facades house,27
56087B02-,4 or + facades house,9
56087B02-,all houses,36
56087B0AA,2-3 facades house,16
56087B0AA,4 or + facades house,5
56087B0AA,all houses,21
56087B0PA,2-3 facades house,1
56087B0PA,4 or + facades house,1
56087B0PA,all houses,2
56087B10-,2-3 facades house,44
56087B10-,4 or + facades house,22
56087B10-,all houses,66
56087B10-,apartments,8
56087B112,2-3 facades house,26
56087B112,4 or + facades house,10
56087B112,all houses,36
56087B112,apartments,3
56087B183,2-3 facades house,38
56087B183,4 or + facades house,4
56087B183,all houses,42
56087B183,apartments,1
56087B191,2-3 facades house,1
56087B191,all houses,1
56087B20-,2-3 facades house,66
56087B20-,4 or + facades house,13
56087B20-,all houses,79
56087B20-,apartments,4
56087B30-,2-3 facades house,219
56087B30-,4 or + facades house,22
56087B30-,all houses,241
56087B39-,2-3 facades house,49
56087B39-,4 or + facades house,10
56087B39-,all houses,59
56087B39-,apartments,2
56087C00-,2-3 facades house,104
56087C00-,4 or + facades house,22
56087C00-,all houses,126
56087C00-,apartments,8
56087C08-,2-3 facades house,7
56087C08-,4 or + facades house,13
56087C08-,all houses,20
56087C09-,2-3 facades house,9
56087C09-,4 or + facades house,2
56087C09-,all houses,11
56087C1MJ,2-3 facades house,16
56087C1MJ,4 or + facades house,1
56087C1MJ,all houses,17
56087_UNKNOWN,2-3 facades house,14
56087_UNKNOWN,4 or + facades house,4
56087_UNKNOWN,all houses,18
56087_UNKNOWN,apartments,3
56088A00-,2-3 facades house,43
56088A00-,4 or + facades house,18
56088A00-,all houses,61
56088A00-,apartments,9
56088A002,2-3 facades house,4
56088A002,4 or + facades house,2
56088A002,all houses,6
56088A01-,2-3 facades house,1
56088A01-,4 or + facades house,7
56088A01-,all houses,8
56088A021,2-3 facades house,9
56088A021,4 or + facades house,13
56088A021,all houses,22
56088A081,2-3 facades house,2
56088A081,4 or + facades house,13
56088A081,all houses,15
56088A091,4 or + facades house,9
56088A091,all houses,9
56088A091,apartments,3
56088A182,4 or + facades house,15
56088A182,all houses,15
56088A191,4 or + facades house,6
56088A191,all houses,6
56088B00-,2-3 facades house,16
56088B00-,4 or + facades house,3
56088B00-,all houses,19
56088B082,2-3 facades house,2
56088B082,4 or + facades house,4
56088B082,all houses,6
56088B091,2-3 facades house,4
56088B091,4 or + facades house,13
56088B091,all houses,17
56088B199,4 or + facades house,3
56088B199,all houses,3
56088B29-,2-3 facades house,1
56088B29-,all houses,1
56088C00-,2-3 facades house,5
56088C00-,4 or + facades house,9
56088C00-,all houses,14
56088C09-,2-3 facades house,6
56088C09-,4 or + facades house,16
56088C09-,all houses,22
56088C192,2-3 facades house,1
56088C192,4 or + facades house,8
56088C192,all houses,9
56088D00-,2-3 facades house,50
56088D00-,4 or + facades house,32
56088D00-,all houses,82
56088D01-,4 or + facades house,17
56088D01-,all houses,17
56088D08-,2-3 facades house,2
56088D08-,4 or + facades house,34
56088D08-,all houses,36
56088D091,2-3 facades house,4
56088D091,4 or + facades house,7
56088D091,all houses,11
56088E000,2-3 facades house,9
56088E000,4 or + facades house,4
56088E000,all houses,13
56088E000,apartments,1
56088E082,4 or + facades house,8
56088E082,all houses,8
56088E091,2-3 facades house,1
56088E091,4 or + facades house,12
56088E091,all houses,13
56088_UNKNOWN,2-3 facades house,3
56088_UNKNOWN,4 or + facades house,6
