CD_STAT_SECTOR,MS_P50 (MEDIAN_PRICE),CD_YEAR,CD_TYPE_FR
21018A42-,307000.0,2023,Appartements
21018A62-,290000.0,2023,Appartements
21018A72-,295000.0,2023,Appartements
21019A10-,390000.0,2023,Appartements
21019A131,420000.0,2023,Appartements
21019A14-,283000.0,2023,Appartements
21019A32-,270000.0,2023,Appartements
21019A33-,270000.0,2023,Appartements
21019A42-,450000.0,2023,Appartements
21019A52-,422500.0,2023,Appartements
23002E000,240000.0,2023,Appartements
23002E01-,166000.0,2023,Appartements
23016A001,274000.0,2023,Appartements
23016A011,290000.0,2023,Appartements
23025B112,230000.0,2023,Appartements
23025B133,241000.0,2023,Appartements
23027A00-,252500.0,2023,Appartements
23027A100,282000.0,2023,Appartements
23052A00-,252500.0,2023,Appartements
23052A011,274500.0,2023,Appartements
23052A032,255000.0,2023,Appartements
23077A30-,253250.0,2023,Appartements
23088A01-,252500.0,2023,Appartements
23088A230,195250.0,2023,Appartements
23088A830,245000.0,2023,Appartements
23094D222,211000.0,2023,Appartements
23100A011,205000.0,2023,Appartements
23102A11-,265000.0,2023,Appartements
24001A00-,242250.0,2023,Appartements
24001A212,262500.0,2023,Appartements
24038A00-,324000.0,2023,Appartements
24062A07-,371000.0,2023,Appartements
24062A11-,252500.0,2023,Appartements
24062A13-,309368.0,2023,Appartements
24062A15-,229000.0,2023,Appartements
24062A23-,328000.0,2023,Appartements
24062A32-,257500.0,2023,Appartements
24062A42-,222643.0,2023,Appartements
24062A44-,263000.0,2023,Appartements
24062A51-,255000.0,2023,Appartements
24062A52-,197000.0,2023,Appartements
24062A53-,225341.0,2023,Appartements
24062A54-,210000.0,2023,Appartements
24062C41-,285000.0,2023,Appartements
24062C43-,329800.0,2023,Appartements
24062C51-,292000.0,2023,Appartements
24062D00-,205000.0,2023,Appartements
24062D02-,269250.0,2023,Appartements
24062D03-,236000.0,2023,Appartements
24062D22-,275000.0,2023,Appartements
24062D644,178500.0,2023,Appartements
24107A00-,220000.0,2023,Appartements
24107A05-,200000.0,2023,Appartements
25014A01-,282500.0,2023,Appartements
25048A02-,210000.0,2023,Appartements
25072A02-,199000.0,2023,Appartements
25072A100,284374.0,2023,Appartements
25072A213,162750.0,2023,Appartements
25072A410,232500.0,2023,Appartements
25105A202,225000.0,2023,Appartements
25112A332,215000.0,2023,Appartements
25121A6AJ,297500.0,2023,Appartements
25121A703,90000.0,2023,Appartements
31004A00-,186000.0,2023,Appartements
31004A01-,181000.0,2023,Appartements
31004A03-,264500.0,2023,Appartements
31004A04-,165705.0,2023,Appartements
31004A051,255000.0,2023,Appartements
31004A11-,231000.0,2023,Appartements
31004A12-,267500.0,2023,Appartements
31005A512,325000.0,2023,Appartements
31005A60-,210000.0,2023,Appartements
31005B410,250875.0,2023,Appartements
31005B70-,262500.0,2023,Appartements
31005F301,226500.0,2023,Appartements
31005H101,255000.0,2023,Appartements
31022A000,290000.0,2023,Appartements
31033A001,200000.0,2023,Appartements
31043A00-,482500.0,2023,Appartements
31043A10-,590000.0,2023,Appartements
31043A11-,1040000.0,2023,Appartements
31043A12-,600000.0,2023,Appartements
31043A13-,745000.0,2023,Appartements
31043A14-,1025000.0,2023,Appartements
31043A15-,1240000.0,2023,Appartements
31043A20-,2025000.0,2023,Appartements
31043B03-,335000.0,2023,Appartements
31043B10-,367500.0,2023,Appartements
31043B21-,625000.0,2023,Appartements
31043B23-,800000.0,2023,Appartements
31043B31-,140000.0,2023,Appartements
32003A042,229500.0,2023,Appartements
33011A421,195000.0,2023,Appartements
34013A001,169000.0,2023,Appartements
34013A043,175000.0,2023,Appartements
34022A00-,221500.0,2023,Appartements
34022A021,160000.0,2023,Appartements
34022A101,190250.0,2023,Appartements
34022A341,203750.0,2023,Appartements
34040A001,245000.0,2023,Appartements
34040A40-,126000.0,2023,Appartements
35002A20-,232000.0,2023,Appartements
35002A311,138500.0,2023,Appartements
35011A00-,262500.0,2023,Appartements
35011A031,215000.0,2023,Appartements
35011A040,193500.0,2023,Appartements
35011A052,190000.0,2023,Appartements
35011A210,179000.0,2023,Appartements
35011A260,95000.0,2023,Appartements
35011H00-,241241.0,2023,Appartements
35011H20-,165000.0,2023,Appartements
35011H21-,100000.0,2023,Appartements
35013A001,240000.0,2023,Appartements
35013A01-,210000.0,2023,Appartements
35013A02-,227500.0,2023,Appartements
35013A03-,175000.0,2023,Appartements
35013A041,240000.0,2023,Appartements
35013A052,265000.0,2023,Appartements
35013A10-,307500.0,2023,Appartements
35013A201,252000.0,2023,Appartements
35013A211,192500.0,2023,Appartements
35013A222,295450.0,2023,Appartements
35013A242,250000.0,2023,Appartements
35013A44-,215000.0,2023,Appartements
35013A501,207000.0,2023,Appartements
35013A522,183500.0,2023,Appartements
35013A532,232500.0,2023,Appartements
35013A59-,191000.0,2023,Appartements
35013A752,264000.0,2023,Appartements
35013B301,150000.0,2023,Appartements
35013B332,180000.0,2023,Appartements
35013E400,178063.0,2023,Appartements
35013F700,172000.0,2023,Appartements
35013F71-,183750.0,2023,Appartements
35013F721,227000.0,2023,Appartements
35013F749,187500.0,2023,Appartements
35029A10-,240000.0,2023,Appartements
35029A11-,217500.0,2023,Appartements
35029A12-,450000.0,2023,Appartements
35029A20-,140000.0,2023,Appartements
35029C00-,214500.0,2023,Appartements
35029C02-,234000.0,2023,Appartements
36008A001,180250.0,2023,Appartements
36015A001,237000.0,2023,Appartements
38008A00-,223750.0,2023,Appartements
38008A03-,162900.0,2023,Appartements
38008A052,212500.0,2023,Appartements
38008A10-,220000.0,2023,Appartements
38008A12-,200000.0,2023,Appartements
38014A10-,235000.0,2023,Appartements
38014A11-,212000.0,2023,Appartements
38014A12-,243750.0,2023,Appartements
