CD_SECTOR;POPULATION;TX_DESCR_SECTOR_FR
A20-;1242;SINT-LODEWIJK-KERN
A21-;519;KOEVOET
A29-;666;BRANDEMOLEN
A31-;457;STATIONSWIJK
A393;162;KN0KBOS
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;1472;HARELBEKE-CENTRUM
A010;1198;RAPID
A021;1276;OVERLEIE
A032;1003;OOSTWIJK
A043;1320;WESTWIJK
A052;447;OVERACKER
A072;30;VAERNEWIJK
A091;199;KLEIN HARELBEKE
A101;1622;ARENDSWIJK
A112;736;WIJDEGRACHT
A201;1722;HEERBAAN
A212;1138;EILAND
A29-;83;GAVERMEERSEN
A30-;2348;COLLEGEWIJK
A401;1569;ZANDBERG
A472;251;STASEGEM - INDUSTRIEZONE
A501;2897;STASEGEM
A511;393;KEIZERSTRAAT
A572;84;INDUSTRIEZONE
A591;174;IEPERSTRAAT
A672;0;BANHOUT
B001;1288;BAVIKHOVE-DORP
B012;528;HOOGSTRAAT - TREURNIETSTRAAT
B033;296;'T KOEKSKEN
B082;450;EETJE
B091;401;HELLEPUT
B110;927;MOLENHUIS
C001;1220;HULSTE-DORP
C01-;190;BRUGSE STEENWEG
C02-;473;MUIZEL
C032;409;BRUGSE STRAAT
C042;608;TER ELST
C091;495;HULSTE-VERSPREIDE BEWONING
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;1836;KORTRIJK-CENTRUM
A01-;820;HOUTMARKT
A021;1809;KORTRIJK-STATION - GERECHTSHOF
A03-;721;BUDA
A04-;950;OUDE SINT-JANSWIJK
A051;373;GENTSE POORT
A101;2594;NIEUWE SINT-JANSWIJK
A111;1827;NIEUW KORTRIJK
A12-;542;VENNING
A122;349;DEERLIJKSTRAAT
A132;520;GROENINGEKAAI
A143;204;WIKINGS
A152;107;ZANDBERG
A172;85;INDUSTRIEGEBIED - KANAAL
A173;86;INDUSTRIEGEBIED - KANAAL
A201;1946;SINT-ELISABETH
A211;825;DRIE HOFSTEDEN
A232;624;SIONWEG
A242;808;RIJKSWACHT
A243;518;RIJKSWACHT
A252;1141;SOETENS MOLEN
A291;12;KORTRIJK PANNENFABRIEK
A30-;1405;DOORNIKSEWIJK
A311;919;KLAKKAART
A32-;1370;BLAUWE POORT
A33-;1036;WALLE
A341;1257;HOVENIERSSTRAAT
A352;1079;BEVERLAAIHOF
A401;863;POTTELBERG
A41-;516;HOOG MOSSCHER
A42-;870;PATERS MOTE
A432;300;GOEDERENSTATION
A472;43;WEGGEVOERDENLAAN
A50-;1254;OVERLEIE
A51-;347;MEENSEPOORT
A521;897;IZEGEMSTRAAT
A532;890;ASTRIDPARK
A54-;384;WARANDE
A553;432;BRUGSESTEENWEG
A601;1069;ALBERTPARK
A612;699;KONING LEOPOLD III-LAAN
A62-;1187;SINT-PIUS-X
A701;670;'T HOGE
A712;56;HALLEN
A723;784;KASTEEL DEJAGER
A732;156;KULAK
A783;716;BAAISTRAAT
A7MA;20;KENNEDYPARK
A7PA;58;MANPAD
A800;391;SINT-ANNA
A890;300;MARIONETTEN
A904;1030;LANGE MUNTE
A91-;930;MORINNEGOED
B001;905;HEULE-KERN
B012;436;HEULE - IEPERSTRAAT
B021;410;HOOGWEIDE
B030;685;GRIJSPERRE
B032;397;KOFFIESTRAAT
B043;502;RODENBACHSTRAAT
B052;929;KRANSVIJVER
B071;32;HEULE - INDUSTRIEZONE
B080;243;HEULEBOS
B091;400;RATTENKASTEEL-HEULE VERSP.BEW.
B111;948;TINNEKENSWIJK
B112;89;KAPEL O.L.V. TER WARANDE
B122;891;WATERHOEK
B201;1392;HAANTJESWIJK
B223;670;VREDELAAN - HEULE
B30-;497;WATERMOLEN
B313;718;KROMME OLM
B40-;432;SINT-KATHARINA-KERN
B492;330;SINT-KATHARINA-VERSPR. BEW.
C001;1880;BISSEGEM-KERN
C022;733;LEIESTRAAT
C033;358;NEERBEEK
C094;56;BISSEGEM-VERSPREIDE BEWONING
C112;1027;JAGERSTRAAT
C1AN;1464;TIENTJESWIJK
D00-;1355;MARKE-CENTRUM
D011;1154;TER DOENAERT
D021;599;POVER LEUTE
D03-;1585;NIEUWENHOVE
D08-;113;MARKEBEEK
D092;37;MARKE VERSPREIDE BEWONING
D0MN;520;DE KO
D121;1390;RODENBURG - ABDIJHOEVE
D132;121;BRUYNINCKSTRAAT
D142;62;MARKE - PANNENFABRIEK
D193;14;MARKE-VERSPR. BEWONING OVER E3
D210;687;POPULIERENHOF
D22-;182;MARKESTEERT
E001;1281;AALBEKE-KERN
E01-;337;STERHOEK
E02-;229;PRESHOEK
E032;198;ZEVENKOTEN
E042;322;TOLPENHOEK
E083;38;KOBBE - GROOTHOF
E091;553;POTIJZER - KALVARIE - AALBEKE - VERSPREIDE BEWONING
F001;732;ROLLEGEM-KERN
F012;679;WEIMEERSEN
F090;494;ROLLEGEM-VERSPREIDE BEWONING
F10-;254;TOMBROEK-KERN
F19-;120;TOMBROEK-VERSPREIDE BEWONING
F210;448;GROENPARK
G001;906;BELLEGEM - KERN
G01-;468;DE KATTE - 'T ROOD PAARD
G02-;150;BELLEGEMBOS
G032;966;BELLEPARK
G043;395;ZWINGEL
G080;426;BELLEGEM - VERSPR. BEW.-ZUID
G09-;485;BELLEGEM - VERSPR. BEW.-NOORD
H00-;533;KOOIGEM-KERN
H09-;246;KOOIGEM-VERSPREIDE BEWONING
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;1803;KUURNE-CENTRUM
A01-;1436;GROENE BOOMGAARD-NIEUWENHUYZE
A021;979;ABELENHOEK
A032;517;HERDER
A042;961;LEIEHOEK
A053;2212;VERNIEUWD CENTRUM
A091;248;PUTJESKAPELLEKE
A20-;2233;DE KATTE
A21-;311;STOKERIJHOEK
A222;687;RIJKSWEG
A233;361;KASTEELHOEK
A294;375;STOKERIJHOEK
A314;480;ZONNEVELD
A370;279;INDUSTRIETERREIN
A40-;221;SINT-KATRIEN
ZZZZ;2;NON LOCALISABLE DANS UN SECTEUR
A001;1511;LENDELEDE-CENTRUM-NOORD
A011;446;LENDELEDE-CENTRUM-OOST
A022;460;LENDELEDE-CENTRUM-ZUID
A032;286;HOOGTE
A043;169;WIKKEL - OOSTHOEK
A053;462;LANGEMUNTE
A08-;533;ST.-ARNOLDUS-VERMANDELSKAPELLE
A091;884;LENDELEDE-VERSP. BEW.-ZUIDWEST
A100;457;SINT-KATRIEN
A292;541;MEIKAPEL - DOORNMOLEN
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;1906;MENEN-CENTRUM
A01-;789;SABBESTRAAT
A021;226;ARSENAALSTRAAT
A03-;658;WERVIKSESTRAAT
A04-;1528;WAHISSTRAAT
A052;518;STADSPARK
A072;197;MENEN - INDUSTRIEPARK
A0AA;872;TER BEKE
A0MA;19;MENEN-OOST
A0PA;634;KEZELBERG-KORNELISBEEK
A101;1270;BARAKKEN
A11-;176;RIJSELSESTRAAT (BARAKKEN)
A121;363;BASSE CENSESTRAAT
A132;836;SCHANSSTRAAT
A143;252;HALEWIJNSESTRAAT
A1PP;174;PONT NEUF - VIERWEGEN
A201;720;STIJN STREUVELSLAAN
A211;1842;KOEKUIT
A222;958;OUD KERKHOF
A233;1605;NIEUWE TUINWIJK
A244;353;IEPERSESTRAAT
A290;50;MENEN-VERSPR. BEWONING-WEST
A301;1201;ONS DORP-OOST
A312;630;ONS DORP-WEST
A411;558;KORTRIJKSEPOORT
A421;965;BRUGSEPOORT
A432;538;KROMME BEEK
A492;16;MENEN-OOST
B001;2148;LAUWE - PLAATS
B01-;876;SCHONEKEER
B032;924;MOESKROENSTRAAT
B043;676;ASTRIDLAAN
B0MA;71;PAALBEEK
B0PA;235;HERTHOEK
B0QN;636;LAUWBERG-HOFSTEDE DEWIT
B0RN;355;BEKENHOEK
B10-;1153;LAUWE TUINWIJK - STATION
B11-;261;LAUWE KORTRIJKSTRAAT
B124;647;BLOEMENWIJK
B210;229;CROISE
B222;79;KLOOSTERHOEK
C001;1244;REKKEN-DORP
C01-;539;CROISE
C02-;542;DRONKAARD
C032;227;LAUWSE BEEK
C042;159;REKKEM-DORP-ZUID
C08-;334;MURISSON - STEENBURG
C091;65;LAUWESTRAAT - VERSPR. BEWONING
C101;982;PARADIJS
C112;317;PURGATOIRE
C191;283;TRILOY
C1MA;10;L.A.R.
C1PA;118;DRONCKAERT-BRUN CORNET
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
10PQ;0;TRAKEL
A001;2873;WAREGEM - CENTRUM
A012;1367;STADION
A02-;2299;POTEGEM
A031;572;KORENBLOEM
A033;200;ZAVELBERG
A043;1089;MEIWEG
A052;217;KONIJNTJE
A071;159;WAREGEM - INDUSTRIEZONE
A081;125;KARMEL
A10-;1463;NIEUWENHOVE-KERN
A1MA;0;GEWEREPUT
A1NB;106;T' GOELEVEN
A1PA;694;SPITAAL
A1QB;565;KLEIN HARELBEKE
A201;1008;EERTBRUGGE
A212;1590;TORENHOF
A222;613;NOKERSEWEG
A291;627;DE DOMPELS
A302;655;DE BIEST
A313;538;HOOGMOLEN
A322;614;DESSELGEMSEWEG
A392;84;BLAUWPOORT
A40-;1908;GAVERKE
A411;1617;GROENE WANDELING
A422;1507;BILKHAGE
A473;88;BILKHAGE-INDUSTRIEZONE
A491;454;DAMKOUTERS
B000;1483;BEVEREN-KERN
B01-;424;DEERLIJKSTRAAT
B02-;1709;TOMBERG
B072;81;BEVEREN - INDUSTRIEZONE
B08-;276;STUIVENBERG
B0PP;77;BEAULIEU
B10-;1138;TERWEERST
C001;876;DESSELGEM-KERN
C01-;1161;SPRIETE
C022;1701;IJZERLAND
C081;454;LEEMPUT
C091;695;LEIEKANT
C0MN;21;LEIEKANT - INDUSTRIEZONE
C192;273;KREKEL
D001;1686;SINT-ELOOIS-VIJVE-KERN
D010;520;MOLENSTRAAT
D032;368;LINDESTRAAT
D042;404;11 JULIWIJK
D080;228;KAUWENHOEK
D0AP;525;OOSTPOORT
D0PN;19;LEIEHOEK
ZZZZ;4;NON LOCALISABLE DANS UN SECTEUR
20PQ;0;OUDE LEIEARM-WEST
A001;1136;WEVELGEM-CENTRUM
A011;850;WEVELGEM - KORTRIJKSTRAAT
A021;464;WEVELGEM - MENENSTRAAT
A032;508;LAUWESTRAAT
A040;1614;KLOEFHOEK
A052;1105;KATERHOEK
A071;48;WEVELGEM - INDUSTRIEZONE-ZUID
A0PP;41;KLOOSTERHOF
A0QP;888;VIERSTRAAT
A101;1611;WEZELHOEK
A111;435;POSTHOORNHOEK-NOORD
A124;522;TUINSTRAAT
A132;200;VISSERIJSTRAAT
A1PN;9;POSTMOORNHOEK-ZUID
A201;1406;WIJNBERG
A210;998;MOERSTRAAT
A222;1559;TOEKOMSTSTRAAT
A233;775;KRUISHOEK
A29-;79;EZELSTRAAT
A311;1196;MOLENHOEK
A392;65;VIJVERHOF
A412;302;HELLEHOEK
A423;233;MOLLEGAT
A4PP;32;BISSEGEMSTRAAT
B000;1738;GULLEGEM - DORPSPLEIN
B02-;1816;SCHOONWATER
B03-;416;KWADESTRAAT
B042;783;TER WINKEL
B052;564;KWADRIES
B07-;187;GULLEGEM - INDUSTRIEZONE
B080;120;AARDAPPELHOEK - IJZERPOORT
B0AN;1532;TER WALLE
B0MA;112;DRIEMASTEN
B0PA;585;KETENBALIE-STEENBEEK
B111;901;PIJPLAP
C00-;1633;MOORSELE - PLAATS
C01-;611;BENOIT VANMARCKELAAN
C021;613;TER KASSEI - OLMENLAAN
C03-;795;OVERHEULE - BARAKKEN
C042;805;'T VRIJE
C052;924;IDESHOF
C081;534;HERTHOEK - KOMMEREHOEK
C091;149;BARAKKENHOEK
C19-;127;KEZELBERG - MOORSELE
C272;37;INDUSTRIEZONE - DRIESLAAN
C293;5;SINT-ELOOISWINKELSTRAAT
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;1808;ZWEVEGEM-CENTRUM
A010;1015;KANAALSTRAAT
A021;659;KOUTER
A031;1206;DE LINDE
A04-;1239;TE WINCKELE
A05-;807;ABEELE
A07-;477;BEKAERT
A091;1019;LETTENHOF - DRIE LINDEN - LAATSTE OORTJE
A100;1527;MEIWEG
A180;345;KAPPAERT
A19-;176;WULFSBERG
A200;629;KAPEL MILANEN
A212;537;'T BAKKERIJTJE
A222;236;KREUPEL
A30-;593;KNOKKE
A402;1306;EUROPA
B00-;1436;OTEGEM-KERN
B08-;454;'T STROPUIT - ZAVELEINDE
B09-;678;OTEGEM-VERSPREIDE BEWONING
C00-;1082;HEESTERT-KERN
C01-;280;GAUWELSTRAAT
C02-;342;MELKERIJ
C032;461;EICKENBORG
C042;48;BAAN MOEN
C081;55;WATERHOEK
C091;528;BLINDE KAPEL - VERBRANDHOF
D00-;1762;MOEN-KERN
D012;110;BAAN MOEN - ZWEVEGEM
D022;102;STEENBAKKERIJ
D081;251;KLIJTE - KEIBERG
D091;308;BROEKENHOEK - BAVENGEMKNOK - POELDRIES - OKKERDRIES
D114;46;HOOGSTRAATJE
D313;184;KNOKKE
E00-;1609;SINT-DENIJS-KERN
E012;126;BAAN SINT-DENIJS NAAR KOOIGEM
E083;241;BEERBOS
E091;460;SINT-DENIJS-VERSPR. BEW.-ZUID
E114;56;HOOGSTRAATJE
ZZZZ;60;NON LOCALISABLE DANS UN SECTEUR
A00-;518;SPIERE-KERN
A01-;338;IJZEREN BAREEL
A09-;278;SPIERE-VERSPREIDE BEWONING
B00-;567;HELKIJN-DORP
B09-;419;HELKIJN-VERSPREIDE BEWONING
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;1405;BREDENE - DORPSKERN
A01-;1100;BLAUWE SLUIS
A02-;334;DUINENSTRAAT - CAFE PARIJS
A09-;305;ZUIDOOSTWIJK
A101;1900;SAS-SLIJKENS - OOST
A122;1081;SAS - SLIJKENS - NOORDEDE
A131;1082;NUKKERWIJK
A172;66;SAS - SLIJKENS - WESTE
A18-;102;BREDENE-INDUSTRIE BRUGSE STWG
A1AA;798;TURKIJEN
A1BA;789;VICOGNEZWIN
A1PA;676;VICOGNE
A20-;1855;BREDENE-AAN-ZEE-OOST
A21-;1143;BREDENE-AAN-ZEE-WEST VILLAWIJK
A22-;740;GROENENDIJK - TURKIJE
A232;1669;VICOGNE - PARKLAAN - POPULIERENLAAN
A29-;3;DUINEN
A311;1524;MARIA DUYNE
A322;388;KONINGIN ASTRIDLAAN
ZZZZ;2;NON LOCALISABLE DANS UN SECTEUR
A00-;2099;GISTEL-CENTRUM
A01-;982;MOLENHOEK
A020;1555;KOLAARD
A031;549;VLIEGPLEIN
A04-;592;BRUGSEBAAN
A052;845;KALLAERTSWAL
A072;380;KONIJNENBOS
A081;238;NIEUWLAND
A091;174;ABDIJ - ZOMERLOOS
A202;1179;WARANDE WIJK
A212;17;WAREBRUG
A283;12;VAARTDIJK
A293;8;DOORNHOEK
A393;54;WITTEBRUG
B00-;619;MOERE-CENTRUM
B011;321;PROVINCIEWEG
B09-;91;MOERE BLOTE EN NIEUWLAND
B112;206;MOERDIJK
C00-;270;ZEVEKOTE-KERN
C012;177;ZEVEKOTE-KERN-WEST
C099;178;BAZELAER EN RIETBOS
D000;349;SNAASKERKE-CENTRUM
D010;620;IJZERWEG
D08-;79;SCHORRE
D090;232;MOLENHOEK
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;924;ICHTEGEM - CENTRUM
A01-;445;ENGELSTRAAT
A02-;571;MOERDIJKSTRAAT
A032;330;SINT-BERTINUSLAAN
A043;384;SPORTCENTRUM
A091;722;WARANDE - SWOL - KEIBERG
A10-;619;DE ENGEL - STATION
A11-;314;TORHOUTBAAN
A12-;104;OOSTENDEBAAN
A190;274;HEUVELSTRAAT - KOUTERWEG
A211;173;SCHOOL EN STEENSTRAAT
A22-;950;VIJFWEGEN - VELD - REIGER - EREMIETSHOEK
A282;131;KORTEMARKSTRAAT - RUIDENBERG - VINKENSVELD
A291;2;WIJNENDALEBOS
B001;1202;EERNEGEM-CENTRUM
B01-;897;MOLENDORP
B02-;835;BOUSSEMARE - HALVE BAREEL
B032;431;AMBACHTELIJKE ZONE
B042;1081;'S GRAVENDRIES
B052;614;HET HOOG HUIS
B081;960;BOURGOGNE - BEKEPUT
B091;733;STREULE - MITSWEGE
B110;96;MOERDIJK
B21-;43;ENGELBEEK
C00-;647;BEKEGEM-KERN
C09-;447;BEKEGEM-VERSPREIDE BEWONING
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;1544;MIDDELKERKE-CENTRUM
A011;828;SLUISWIJK
A02-;563;IJZERLAAN
A031;2173;MIDDELKERKE BAD & CASINO
A040;496;MIAMIWIJK
A052;882;MIDDELKERKE BAD-WEST
A080;166;DUINEN
A09-;43;GRANINGATEVLIET
A210;474;MIDDELKERKE-WEST
A260;180;JONCKHOFWIJK
A3JA;36;CAMPINGS
A3MA;18;OOSTENDELAAN
A3PA;5;ALBERTUS GELEED
B002;111;WILSKERKE-DORP
B091;56;PUIDENBROEKEN
B11-;290;NIEUW WILSKERKE
B122;361;HEIRWEG
B191;2;ABDESWEG
C001;1181;LEFFINGE-CENTRUM
C01-;164;LEFFINGEBRUG-ZUID
C022;323;LEFFINGE - NIEUWE WIJK
C032;137;ZONNEVELD
C08-;289;PLASSENDAALSE VAART - ZUID - VERSPREIDE BEWONING
C091;363;PLASSENDAALSE VAART - NOORD - VERSPREIDE BEWONING
D00-;157;SINT-PIETERS-KAPELLE-CENTRUM
D099;56;SINT-PIETERS-KAPELLE-POLDERS
E00-;102;SCHORE-CENTRUM
E09-;115;SCHORE - POLDERS
F00-;119;MANNEKENSVERE-KERN
F09-;142;MANNEKENSVERE - POLDERS
G000;451;SLIJPE-KERN
G09-;314;TEMPELHOF
G112;115;DRIEWEGEN
G191;99;LOVIE
H00-;1662;WESTENDE-CENTRUM
H012;864;SCHUDDEBEURZE
H091;98;BAMBURG - VELD
H11-;543;KLEIN WESTENDE
H121;499;STRANDJUTTERSWIJK
H182;86;BOTERDIJK
H20-;937;WESTENDE-BAD - H.JASPARLAAN-N.
H21-;729;WESTENDE-BAD - H.JASPARLAAN-Z.
J00-;874;LOMBARDSIJDE-CENTRUM
J01-;507;PRINSENVELD
J08-;0;DUINEN
J0JJ;23;LOMBARDSIJDE - POLDER
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;1785;OOSTENDE-CENTRUM
A01-;974;POST - MERCATORDOK
A02-;1382;A. BUYLSTRAAT
A03-;1395;LANGESTRAAT
A041;1211;ALBERT I-PROMENADE-OOST
A052;770;WAPENPLEIN
A10-;1207;HAZEGRAS
A13-;1320;BOTERPUT
A19-;4;MARIA HENDRIKAPARK
A201;2479;SINT-JOZEF
A211;2161;LEOPOLD I-PLEIN
A222;734;LEOPOLDPARK
A232;1343;HOSPITAAL
A242;637;ALBERT I-PROMENADE-WEST
A42-;1817;NIEUWLANDSTRAAT
A43-;1362;OOIEVAARSLAAN
A44-;1712;PRINSENLAAN
A501;2133;H. HARTPLEIN
A511;1772;GODELIEVE
A522;2669;H. HARTPLEIN
A532;1096;VELODROOMSTRAAT
A543;1392;NIJVERHEIDSSTRAAT
A59-;463;RENBAAN
A611;651;MARIAKERKELAAN - EIGEN HAARD
A622;444;MARIAKERKELAAN - BATTERIJ
A752;810;TROONSTRAAT
B079;53;VOORHAVEN
B179;230;VLOTDOK
B301;2444;SINT-ANTONIUSPLEIN
B332;3040;TABORALAAN
B37-;108;VAARTBLEKERS
B38-;175;FORT NAPOLEON
B39-;0;SPUIKOM
C00-;1046;ZANDVOORDE-DORP
C010;164;ZANDVOORDE - STATION
C022;778;KEIGNAARTWIJK
C07-;13;PLASSENDALE - U.C.B.
C08-;977;OUDE POLDER
C099;133;GRINTWEG
C179;344;KOEBRUG
C19-;66;VAARTDIJK-NOORD
D30-;2289;KONTERDAM
D311;309;KONTERDAM - KOEBRUG
D32-;1015;MEIBOOM
D372;228;KONTERDAM - GOUWELOZE KREEK
D511;663;OPRIT-NOORD
D522;1009;OPRIT-ZUID
D533;797;MIMOSA
D542;1845;ZILVERLAAN - LOTUS
D552;1378;CARDIJN
E000;1059;STENE-DORP
E010;253;VETTEGRAS
E02-;516;OUD VLIEGVELD
E099;47;STENE-VERSPR. BEW.-OOST
E400;1485;SINT-JAN
E411;845;STUIVERSTRAAT
E42-;1333;HOGE BARRIERE
F200;2251;NIEUWE KOERSWIJK
F280;157;KRUISHOF
F299;24;STENE-VERSPR. BEW.-WEST
F600;1411;KLOOSTER
F700;2642;MARIAKERKE - DERBYLAAN
F71-;1982;MARIAKERKE - DISTELBAAN
F721;246;MARIAKERKE - STRANDPLEIN
F733;805;MARIAKERKELAAN - VREDESTRAAT
F749;833;RAVERSIJDESTRAAT
F780;30;MARIAKERKE - DUIN
F900;1350;RAVERSIJDE-OOST
F92-;53;RAVERSIJDE-WEST
F9MJ;124;RAVERSIJDE - VLIEGVELD
ZZZZ;1;NON LOCALISABLE DANS UN SECTEUR
A00-;817;OUDENBURG-CENTRUM
A010;1022;ETTELGEMSTRAAT
A02-;1529;ZANDVOORDEBRUG
A03-;220;STATIONSSTRAAT
A04-;273;ZANDVOORDESTRAAT
A052;313;ZWAANHOEK-ZUID
A081;292;ZWAANHOEK
A090;149;OUDENBURG-VERSPREIDE BEWONING
A19-;41;NOORDHOEK - POMPJE
A29-;28;POLDER - HAGEBRUG
B00-;880;ETTELGEM-CENTRUM - HOGE DIJKEN
B08-;26;NOORDHOEK
B09-;260;ETTELGEM-NOORD-VERSPR.BEWONING
C00-;402;ROKSEM-KERN
C013;176;ROKSEM-KERN-WEST
C082;69;NOORDHOEK
C091;122;ZUIDEINDE
C11-;364;NIEUWE WIJK
C21-;457;HOGE DIJKEN
D00-;607;WESTKERKE-CENTRUM
D011;301;GISTELSTEENWEG
D022;387;PARDOEN
D081;63;ZUIDEINDE
D091;266;NOORDEINDE
D112;153;NIEUWE WIJK
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A00-;219;KLEMSKERKE-CENTRUM
A0JA;19;BREDEWEG - POLDERRECREATIE GEBIED
A0PA;425;KLEMSKERKE - AGRARISCH GEBIED
A10-;1284;DE HAAN-KERN
A11-;1328;DE HAAN - NOORDHOEK
A12-;576;DE HAAN - CONCESSIE KLEMSKERKE
A132;592;LINDENHOF - SPORTCENTRUM
A18-;0;DE HAAN - DUINEN - GOLF
A20-;1931;TORENHOF - HEIDE - VOSSESLAG
B000;321;VLISSEGEM-CENTRUM
B090;434;VLISSEGEM-VERSPREIDE BEWONING
B10-;1040;VLISSEGEM-DE HAAN-CENTRUM-OOST
B11-;291;DE HAAN - CONCESSIE VLISSEGEM
B183;1;DE HAAN - NIEUWMUNSTER
B19-;69;DE HAAN DUINEN-ZWARTE KIEZEL
C00-;1457;WENDUINE-CENTRUM
C01-;1627;RINGLAAN - DRIFT
C02-;414;ZEEDIJK
C08-;113;WENDUINE DUINEN-WEST
C091;210;WENDUINE - POLDERS
C112;226;HARENDIJKE
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;1692;HOOGLEDE-CENTRUM
A012;351;KONINGSHOEK
A023;495;HOOGLEDE-CENTRUM-WEST
A032;578;RODENBACHKWARTIER
A091;1341;HOOGLEDE-VERSPREIDE BEWONING
A10-;249;SLEIHAGE
A200;603;SINT-JOZEF - GEITE
A210;159;LOKKEDIJZE
A290;380;HAZEWIND - VOLMERBEKE
B000;1531;GITS-KERN
B011;155;BRUGGESTEENWEG-NOORD
B022;219;BRUGGESTEENWEG-ZUID
B032;414;PISLAP
B081;139;SCHAAK
B091;976;GITS-VERSPR. BEWONING-NOORD
B182;582;ONLEDENMOLEN
B193;242;GITSBERG
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;1570;INGELMUNSTER
A01-;547;BEELSHOEK
A02-;371;HOOGTE
A03-;512;EZELSHOEK
A042;1429;RODENBACHWIJK
A053;1069;BLOEMENWIJK - WESTWIJK
A080;533;INGELMUNSTER-VERSPR. BEW.-WEST
A0MA;37;INDUSTRIETERREIN I
A0PA;461;NOORD-OOST
A10-;856;STATION
A111;555;DE WANTE - DE ZANDVLUGGE
A120;264;HOGE DOORN - STAATSBAAN OP KORTRIJK
A13-;735;BAAN NAAR IZEGEM
A143;238;HOEVEWIJK
A152;402;BRONBEEK
A191;218;INGELMUNSTER-VERSP.BEW.-ZUIDO.
A1AB;518;VIERBUNDER
A1BB;268;ST. HUBERT
A1PB;175;ZUID-WEST
A294;31;MANDELVALLEI
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
10PQ;27;ONGEVING BRIELSTRAAT
12PQ;85;POTAARDE
12QQ;34;STROOMKEN
A001;710;IZEGEM-CENTRUM-OOST
A01-;345;'T STEENPUTJE
A021;1330;NIEUWE WERELD
A03-;635;HEIE
A052;1893;IZEGEM-CENTRUM-WEST
A07-;305;KANAAL
A091;425;IZEGEM - VERSPREIDE BEWONING - WINKELHOEK - SCHAAPDAM
A101;1880;KASTEELWIJK - ZEVEKOTE
A112;797;KASTEEL TER WALLEN
A122;447;HONDEKENSMOLEN
A200;868;PATERSWIJK
A211;721;BELLEVUE
A221;759;LINDE
A232;600;BECELAERENS HOF
A242;615;ABELE
A301;996;NEGENHOEK
A31-;1524;BOSMOLENS
A32-;1102;LEENSTRAAT
A332;157;MANEGHEMSTRAAT
A333;152;KLEIN-HARELBEKE
A382;115;KLARE GRACHT
A391;299;IZEGEM - VERSPREIDE BEWONING - SLORE - TRIENHOEK - DE GETE
A41-;872;DE MOL
A50-;1823;EMELGEM-KERN
A51-;2104;EMELGEM - VIJFWEGEN
A59-;1333;EMELGEM-VERSPREIDE BEWONING
A612;979;'T BLAUWKAPELLETJE
A613;73;KORTRIJKSTRAAT
B000;1520;KACHTEM-KERN
B01-;610;'T HOGE - DE MAAN
B0PN;1229;KACHTEM - VERSPREIDE BEWONING
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A000;1589;LEDEGEM-CENTRUM
A01-;880;SINT-ELOOIS - TER HULST
A02-;469;BOONHOEK
A03-;435;PROVINCIEBAAN
A080;129;HEMELHOEK
A09-;624;SLIJPSHOEK - NOORDEN
B00-;916;ROLLEGEM-KAPELLE-DORP
B09-;458;ROLLEGEM-KAPELLE-VERSPR. BEW.
C001;1303;SINT-ELOOIS-WINKEL-KERN
C01-;403;STENEN STAMPKOT
C02-;196;WEG NAAR IZEGEM
C032;613;TER SCHUEREN
C043;657;LINDEKE
C082;121;ST.-ELOOIS-WINK.-VERSP.BEW.-W.
C091;729;ST.-ELOOIS-WINK.-VERSP.BEW.-O.
ZZZZ;0;NON LOCALISABLE DANS UN SECTEUR
A001;935;LICHTERVELDE-KERN
A012;1118;LICHTERVELDE-CENTRUM - ROSALIA
A021;488;DRIEWEG
A033;822;LICHTERVELDE-CENTRUM - STATION
A04-;1936;VIJFWEGE
A050;340;LICHTERVELDE-CENTR. - VELDSTR.
A08-;327;TURFHOUWE - VELD
A090;428;GROENENDALE-HEIHOEK-DUIFHOEK
A180;472;BREDENSTEGER - 'T HOGE
A19-;180;VRIJGEWEED
A28-;246;RIJKENHOEK
A292;295;KOORNBLOEM
A311;625;'T HAANTJE
A372;55;KWAKKELHOEK
A39-;356;KRUISKALSIJDE
ZZZZ;2;NON LOCALISABLE DANS UN SECTEUR
A001;766;MOORSLEDE-CENTRUM
A01-;215;SINT-ACARIUSHOEK
A022;1813;IEPERSESTRAAT
A033;1074;PASSENDAALSESTRAAT
A082;799;BLOEMHOEK - DROGENBROODHOEK
A091;1115;VAGEVUUR - KRUISKE
A10-;474;SLIJPS - DORP
A19-;364;STROBOME -SLIJPS -VERSPR. BEW.
A212;279;BEITEM
