CD_SECTOR;TOTAL;TX_DESCR_SECTOR_FR
44021F17M;0;WERKHUIZENSITE
44021G00K;5443;CENTRUM LEDEBERG
44021G01K;1231;OUD GENTBRUGGE FLORA
44021G02K;333;METZELER
44021G02L;0;KEIZERPARK
44021G03K;933;HUNDELGEMSE STEENWEG
44021G03L;448;HOSPICE
44021G042;1185;BELLE VUE
44021G10K;1368;SAS EN BASIJN
44021G10L;2567;VICTORIA REGIA
44021G11K;1145;DE NAEYER
44021G123;148;OEFENPLEIN
44021G20K;281;CLARENHOF
44021G20L;712;MOSCOU-FLORA
44021G20M;627;STATION MERELBEKE
44021H00K;3044;CENTRUM ZWIJNAARDE
44021H01K;514;T ROOSKEN
44021H020;484;HUTSEPOT
44021H04K;1412;SCHAARKEN
44021H05K;837;HEKERS
44021H09K;107;ZWIJNAARDE - ZUID
44021H09L;214;ZWIJNAARDE - SCHELDEVALLEI
44021H0MJ;0;UNIVERSITEIT
44021H11K;239;ZWIJNAARDEMEERS
44021H171;123;ZWIJNAARDE - INDUSTRIE
44021H19K;1;MAALTEBRUGGEPARK
44021H210;396;RIJVISSCHE
44021H220;90;PAOLALAAN
44021H31K;144;ZWIJNAARDE KLOSSE
44021H32K;356;KLOSSEBOS
44021H39K;66;GROTESTEENWEG-ZUID
44021J00-;1836;SINT-DENIJS-WESTREM-CENTRUM
44021J01K;137;SCHUTTERSHOF
44021J01L;941;SOENENSBUURT
44021J02K;326;VIERSCHARENLAAN
44021J08K;44;PUTSTRAAT
44021J091;42;ROSDAM
44021J10K;684;PUTKAPEL
44021J10L;211;SCHILDERSWIJK
44021J10M;179;PLEISPARK
44021J11K;1152;BEUKENLAAN
44021J172;134;BUGTEN
44021J197;0;MARIA MIDDELARES
44021J20K;490;CENTRUM AFSNEE
44021J28K;269;AFSNEE KOUTER
44021J290;107;GOEDINGE
44021K001;576;DRONGEN DORP
44021K011;733;EIKENDREEF
44021K022;296;OUDE ABDIJ
44021K081;0;LAKE
44021K10-;617;BAARLE DORP
44021K11K;222;NOORDHOUT
44021K12-;166;BAARLEVELDE
44021K132;871;GAVERLAND
44021K143;628;TER RIVIEREN
44021K171;37;DRONGEN INDUSTRIEPARK
44021K18K;51;BLAUWPOORT
44021K19K;217;BAARLEKOUTER
44021K19L;21;KROMVELDE
44021K20K;617;BOSKEET
44021K21-;199;HALEWIJN
44021K220;79;SLINDONK
44021K23K;1039;DE CAMPAGNE
44021K28-;217;KRAAIAARDE
44021K29K;605;DOORNPLAS
44021K39K;188;GAVERGRACHT
44021K39L;139;LEEUWENHOF
44021K40-;628;DRIE LEIEN
44021K48-;70;DE KARPER
44021K49-;141;ASSELS
44021K512;1068;MIJLPAAL
44021K523;813;PARADIJSKOUTER
44021K534;528;HOOGLAND
44021K543;347;DE ROOS
44021K613;1126;OUDE WEE
44021K622;480;HEILIG HUIZEKEN
44021K630;393;VARENDRIES
44021K632;149;KEUZESTRAAT
44021K682;6;WAFELIJZER
44021K691;50;PRINSENHOF
44021K794;0;KEUZEMEERSEN
44021L00K;2598;CENTRUM MARIAKERKE
44021L011;3771;KOLEGEM
44021L01K;703;HOGEKOUTER
44021L02K;1829;KERKWIJK MARIAKERKE
44021L03-;439;BRUG ZUIDWEST
44021L04-;371;BRUG ZUIDOOST
44021L051;2053;VIJFHOEK
44021L072;11;LIEVE(MARIAKERKE)
44021L09K;624;PLANETENWIJK EN OMGEVING
44021L11K;1049;DRIEPIKKEL
44021L30K;1199;BEEKSTRAAT
44021L391;0;VALKENHUIS
44021M00K;2306;CENTRUM WONDELGEM
44021M01K;2620;WESTERGEM - NOORD
44021M01L;344;WESTERGEM - ZUID
44021M02K;3898;KOUTERKEN
44021M03K;2987;WOESTIJNEGOED
44021M04K;3814;GAVERS
44021M052;502;HOUTJEN
44021M071;0;KIEKEBOSSEN
44021M080;99;LIEVE-NOORD (WONDELGEM)
44021M27-;73;NIEUWE VAART
44021M37K;1237;WONDELGEMSE MEERSEN - ZUID
44021M37L;209;WONDELGEMSE MEERSEN - NOORD
44021M472;186;LANGERBRUGGE
44021M49-;4;PACHTGOED
44021M57-;1;RIEME
44021ZZZZ;261;Non localisable dans un secteur
44052A00K;1618;OOSTERZELE-KERN
44052A01K;228;KASTEELDOMEIN SMISSENBROEK
44052A09K;550;OOSTERZELE-VERSPREIDE BEWONING - OOST
44052A09L;41;OOSTERZELE-VERSPREIDE BEWONING - NOORD
44052A10-;705;ANKER
44052A19-;398;MOORTELBOS - BOEKHOUT
44052B00-;1171;BALEGEM-DORP
44052B08-;352;BIERMAN
44052B09-;346;WALZEGEM
44052B18-;454;ROOIGEMSTRAAT
44052B19-;503;FRANKENBOS
44052B28-;399;BRACHT
44052B29-;175;IJSHOUTTE
44052B38-;210;ISSEGEM
44052C001;1253;SCHELDEWINDEKE-KERN
44052C012;1056;STREEKT - PEPERSTRAAT
44052C022;261;HEET
44052C091;1241;SCHELDEWINDEKE-VERSPR.BEWONING
44052C19-;59;KEERKEN
44052C21-;97;MOORTSELE-STATION
44052D00-;493;MOORTSELE-KERN
44052D00K;197;ROLLEBAAN
44052D00L;203;VIJVERSTRAAT
44052D091;265;MOORTSELE - VERSPREIDE BEWONING
44052E002;496;LANDSKOUTER-KERN
44052E091;294;LANDSKOUTER - VERSPR. BEWONING
44052F00-;855;GIJZENZELE KERN
44052F09-;167;GIJZENZELE-VERSPREIDE BEWONING
44052ZZZZ;1;Non localisable dans un secteur
44064A00-;848;SINT-MARTENS-LATEM-CENTRUM
44064A01-;774;KOUTER
44064A02-;1626;KORTRIJKSESTEENWEG
44064A03-;527;LATEMSEBOSSEN
44064A04-;584;ACHTERBRAKEL
44064A052;1131;HOOGLATEM
44064A081;40;ROSDAM
44064A09-;97;LATEMSE MEERSEN
44064A10-;143;BAARLE FRANKRIJK
44064B00-;132;DEURLE-DORP
44064B01-;1046;WARANDE
44064B02K;518;OMGEVING KLAPSTRAAT
44064B032;417;OUDE VIERSCHAAR
44064B08K;157;DEURLE VERSPREIDE BEWONING - ZUID
44064B09-;103;OTEGEMSHAM
44064ZZZZ;6;Non localisable dans un secteur
44081A00-;2087;ZULTE-CENTRUM
44081A01-;2443;STADION
44081A022;609;WARANDE
44081A033;480;WAALSTRAAT
44081A044;760;BOKSEN
44081A055;878;KAPELLEHOEK
44081A09K;409;ZULTE - VERSPREIDE BEWONING - WEST
44081A09L;25;ZULTE - VERSPREIDE BEWONING - OOST
44081A176;62;ZULTE - INDUSTRIETERREIN
44081B001;1219;OLSENE-KERN
44081B012;848;SCHAAPHERDER
44081B023;618;SINT-PIETERSTRAAT
44081B032;653;STATIONSWIJK
44081B08K;0;OUDE LEIEMEANDER
44081B09K;800;OLSENE OPEN RUIMTE
44081C00-;818;MACHELEN-CENTRUM
44081C01-;1502;STEENWEG-STATION
44081C022;642;POLDERHOEK-'T KONIJNTJE
44081C032;322;MOLENKOUTER
44081C081;103;MACHELEN-VERSPR. BEW.-NOORD
44081C091;885;MACHELEN-VERSPR. BEW.-ZUID
44081C193;65;OVER-LEIE
44081ZZZZ;5;Non localisable dans un secteur
44011A000;2898;MARKT - TOLPOORTSTRAAT - KNOK
44011A01-;944;PETER-BENOITLAAN
44011A02-;1660;HULHAGE
44011A03K;876;OUDE BRUGSE POORT
44011A04-;564;DEINZEKOUTER
44011A062;0;BRIELMEERSEN
44011A07K;461;DEINZE - INDUSTRIE I EN II
44011A08-;7;OUDE LEIE
44011A091;241;JERUZALEM-SCHAVE
44011B000;1888;ASTENE-CENTRUM
44011B012;711;LEIEHOEK
44011B022;263;CASSELRIJ
44011B033;2061;BEEKSTRAAT
44011B081;23;VOSSELAREPUT
44011B091;339;ASTENE - VERSPREIDE BEWONING
44011B11-;354;GAMPELAERE
44011C000;1973;KOUTERKEN
44011C01-;3473;DRIES
44011C02-;1378;OOSTKOUTER
44011C030;1495;MOLENHOEK - SINT-HUBERT
44011C05-;163;GENTSESTEENWEG
44011C07-;282;PETEGEM - INDUSTRIETERREIN
44011C083;6;TICHELBEEK
44011C0AA;361;RIJBROEKEN
44011C0PA;1351;KATTEBEEK
44011C172;23;KANEWEG - INDUSTRIE
44011D00-;273;ZEVEREN-KERN
44011D09-;625;ZEVEREN - VERSPREIDE BEWONING
44011E00-;257;GRAMMENE-KERN
44011E012;579;PANNE
44011E091;232;VONDELBEEK
44011F00-;292;GOTTEM-KERN
44011F099;368;GOTTEM - VERSPREIDE BEWONING
44011G00-;599;WONTERGEM-KERN
44011G09-;484;WONTERGEM-VERSPREIDE BEWONING
44011H00-;643;VINKT-KERN
44011H012;253;VINKT - SCHOOLGEBOUWEN
44011H091;490;VINKT - VERSPREIDE BEWONING
44011J00K;345;MEIGEM-KERN
44011J09-;493;MEIGEM - VERSPREIDE BEWONING
44011K000;825;MARIA-LEERNE-CENTRUM
44011K01K;404;RAASBOOM - LEIEKANT
44011K08-;35;OOIDONK
44011K09K;72;MARIA-LEERNE - VERSPR. BEW. - WEST
44011K100;519;BACHTE - KERN
44011K172;54;KAANDELBEEK - INDUSTRIETERREIN
44011K183;190;REKKELINGE
44011K191;161;BACHTE - VERSPREIDE BEWONING
44011L000;819;SINT-MARTENS-LEERNE-KERN
44011L08-;3;OVERLEIE
44011L090;241;ST.-MARTENS-LEERNE VERSPR.BEW.
44011ZZZZ;24;Non localisable dans un secteur
44049A001;649;NEVELE-CENTRUM
44049A011;402;OOSTBROEK
44049A022;1202;BORRELWAL
44049A08-;151;KERREBROEK
44049A090;633;NEVELE - VERSPREIDE BEWONING
44049A19-;11;WULFHOEK
44049A282;19;EGELARE
44049A29-;12;LEGE KOUTER
44049B00-;155;POESELE-KERN
44049B09-;420;POESELE - VERSPREIDE BEWONING
44049C00-;991;HANSBEKE-CENTRUM
44049C012;434;ZANDE
44049C091;424;HANSBEKE - VERSPREIDE BEWONING
44049C10-;258;HANSBEKE KOUTERKEN
44049C19K;2;HAMME-VERSPREIDE BEWONING-OOST
44049C19L;34;HAMME-VERSPREIDE BEWONING-WEST
44049D00-;1182;MERENDREE-KERN
44049D082;184;OVERBROEK - EILAND
44049D091;610;OVERPOEKE - OOSTERGEM
44049D19-;93;DURMEN
44049E001;1071;LANDEGEM-KERN
44049E01-;175;WILDE
44049E022;599;LANDEGEM STATION
44049E033;994;POELDENDRIES
44049E08-;458;HEISTE - WESTHOEK
44049E09-;350;HEIRENTHOEK
44049F00-;714;VOSSELARE-KERN
44049F012;139;IJZEREN EIKSKEN
44049F091;585;VOSSELARE-VERSPREIDE BEWONING
44001A001;2404;AALTER-CENTRUM
44001A01-;3506;AALTER - STATION
44001A022;1471;KESTELSTRAAT
44001A03-;1366;KRANEPOEL
44001A04-;666;GANZENPLAS
44001A052;502;HOUTEM
44001A07-;63;AALTER - INDUSTRIEZONE
44001A081;191;HAGELAND
44001A091;303;OOSTMOLEN-ZUID - VERSPR. BEW.
44001A10-;1404;MARIA-AALTER-KERN
44001A11-;331;MARIA-AALTER - STATION
44001A18-;274;SCHUURLO
44001A19-;80;VAANDERS
44001A212;1132;STALPUT
44001A282;825;BIESEM -KATTEWEGEL
44001A291;389;NIEUWENDAM - MANEWAARDE
44001A30-;853;AALTERBRUG
44001A39-;164;OOSTMOLEN-NOORD - DOORN
44001B000;1309;BELLEM - CENTRUM
44001B01-;305;BRUGGEWIJK
44001B08K;184;BELLEM VERSPREIDE BEWONING ZUID
44001B08L;185;BELLEM VERSPREIDE BEWONING NOORDWEST
44001B09-;212;BELLEM VERSPREIDE BEWONING NOORD
44001C000;1756;LOTENHULLE-CENTRUM
44001C090;1063;LOTENHULLE-VERSPREIDE BEWONING
44001D00-;279;POEKE-KERN
44001D09-;258;POEKE-VERSPREIDE BEWONING
44001ZZZZ;45;Non localisable dans un secteur
44029A00-;2994;KNESSELARE-CENTRUM
44029A08-;811;WESTVOORDE - KAPELLE - DRIES
44029A090;914;EENTVELD - SCHAPERSBOS
44029A190;782;HOEKESTRAAT
44029B00-;1530;URSEL-KERN
44029B082;134;ONDERDALE
44029B091;1145;VERSPR. BEW. -NOORD KERGAT VREKKEM - WESSEGEM
44036A00K;1704;LOVENDEGEM - KERN
44036A01K;1605;LOVENDEGEM - KOUTER
44036A02K;2423;LOVENDEGEM - BLOEMEKESWIJK
44036A02L;289;LOVENDEGEM - BIERSTAL
44036A08K;102;LOVENDEGEM - VERSPREIDE BEWONING ZUID
44036A09K;1243;LOVENDEGEM - BOTERHOEK
44036A09L;114;LOVENDEGEM - NOORD
44036A09M;469;LOVENDEGEM - APPENSVOORDE
44036A10K;571;LOVENDEGEM - LO
44036A29-;256;LOVENDEGEM - EEKSKEN
44036B00K;1114;VINDERHOUTE - CENTRUM
44036B09K;69;VINDERHOUTE - BUITENGEBIED
44036ZZZZ;15;Non localisable dans un secteur
44072A00K;2382;WAARSCHOOT - KERN ZUID
44072A01K;1301;WAARSCHOOT - KERN NOORD
44072A02K;409;WAARSCHOOT - ARISDONK
44072A03K;395;WAARSCHOOT - WESTSTRAAT-STUIVER
44072A04K;1225;WAARSCHOOT - KERE-BERG
44072A09K;401;WAARSCHOOT - VERSPREIDE BEWONING ZUID
44072A09L;52;WAARSCHOOT - VERSPREIDE BEWONING WEST
44072A09M;39;WAARSCHOOT - VERSPREIDE BEWONING NOORD
44072A11K;298;WAARSCHOOT - BEKE
44072A31K;785;WAARSCHOOT - OOSTMOER
44072A31L;110;WAARSCHOOT - KAPELLESTRAAT-SPINNERIJ
44072A32K;1133;WAARSCHOOT - HOEKJE-BELLEBARGIE
44080A00K;1245;ZOMERGEM - CENTRUM NOORDOOST
44080A00L;1346;ZOMERGEM - CENTRUM ZUIDOOST
44080A02K;460;ZOMERGEM - MOTJE-KRUISSTRAAT
44080A03K;770;ZOMERGEM - CENTRUM WEST
44080A03L;367;ZOMERGEM - CENTRUM ZUID
44080A04K;1212;ZOMERGEM - CENTRUM NOORD
44080A09K;823;ZOMERGEM - BUITENGEBIED WEST
44080A10K;548;ZOMERGEM - BEKE
44080A19K;647;ZOMERGEM - BUITENGEBIED OOST
44080B00K;469;RONSELE - DORP
44080B09K;93;RONSELE - BUITENGEBIED
44080C00K;534;OOSTWINKEL - DORP
44080C09K;332;OOSTWINKEL - BUITENGEBIED
44012A00K;531;DE PINTE-KERN
44012A01K;936;DE PINTE-STATIONSWIJK
44012A01L;946;SCHELDEVELDE
44012A01M;713;POLDERGOED
44012A01O;708;MOERKENSHEIDE
44012A01Y;487;SCHILDERSWIJK
44012A01Z;407;EZELHOEK
44012A02K;331;MAGARET-HAGELAND
44012A03K;541;BOMMELHOEK
44012A03L;732;VOGELWIJK
44012A04K;1110;GEETSCHUREN
44012A04L;1036;TWEE DREVEN
44012A091;472;HEMELRIJK-GRAND NOBLE
44012A0AK;307;HET ZWARTEGAT
44012B00K;711;ZEVERGEMDORP
44012B01K;236;DEN BEER
44012B02K;329;TOUTEFAIS-BLOEMENWIJK
44012B08K;285;WELDEN-BOEREGEM
44012B09K;44;SCHELDEMEERSEN ZEVERGEM
44012B10K;210;KLOSSE-MIERENGOED
44048A00K;399;NAZARETHDORP-WEST
44048A00L;668;NAZARETHDORP-OOST
44048A00M;320;TER MEEREN
44048A00O;423;WIELKINE
44048A00Y;452;WARANDE
44048A00Z;545;STERRENBOS
44048A01-;529;DE LINDE
44048A07K;3;PRIJKELS-KALLEMOEIE
44048A08K;741;EDEMOLEN-BEERHOF
44048A08L;329;LOZERHOEK
44048A09K;326;KORTRIJKSEHEERWEG-HOSPICE
44048A09L;545;VOSSENHOL-LAKENMEERS
44048A10K;955;NAZARETH-STATIONSBUURT
44048A29-;439;TURKEYENHOEK-VOGELZANG
44048B00K;326;STATIONSSTRAAT
44048B00L;731;EKEDORP-NOORD
44048B00M;497;EKEDORP-ZUID
44048B01K;447;TEN EDESTRAAT
44048B02K;323;LANDUIT-SINT-ANNA
44048B033;385;LANDUIT-BROUWERSHOF
44048B04K;507;DE BIESTEN
44048B04L;668;KOUTER
44048B09K;297;SCHELDEMEERSEN EKE
44048B09L;16;INDUSTRIEZONE SLUIS
44048B0AK;241;PARKWIJK
44048B0AL;461;SCHRIJVERSWIJK
44048B0AM;581;DEN ANKER-ORLENTVIJVER
44048B17K;159;BEDRIJVENTERREIN EKE
44048B285;179;DE VESTEN
44048ZZZZ;10;Non localisable dans un secteur
44034A000;2908;LOCHRISTI CENTRUM
44034A01-;2923;ANTWERPSE STW - SMALLE HEERWEG
44034A022;677;PAUWSTRAAT
44034A033;761;LICHTELARE
44034A044;1559;VAARSBAARS - KOUTER
44034A09K;907;LOCHRISTI-VERSPREIDE BEWONING-NOORD-OOST
44034A09L;30;LOCHRISTI-VERSPREIDE BEWONING-ZUID
44034A09M;113;LOCHRISTI-VERSPREIDE BEWONING-ZUIDWEST
44034A10-;375;HIJFTE-CENTER
44034A190;649;HIJFTE-VERSPREIDE BEWONING
44034A215;76;OUDE VELDSTRAAT
44034A316;2763;LOBOS
44034B00-;933;ZAFFELARE DORP
44034B013;1167;VEERLEVELD - LEEMSTRAAT
44034B099;1111;ZAFFELARE-VERSPREIDE BEWONING
44034B112;752;OUDE VELDSTRAAT - PERSIJZER
44034C00-;903;ZEVENEKEN DORP
44034C091;941;RUILARE - EIKSTRAAT
44034C112;88;OUDE VELDSTRAAT - ZEVENEKEN
44034C213;505;ZEVENEKEN-BASTELARE
44034D001;1113;BEERVELDE DORP
44034D010;463;HEISTRAAT
44034D02-;96;SCHOOLSTRAAT - RIVIERSTRAAT
44034D032;14;KASTEEL
44034D08-;212;HANSELAARSTRAAT
44034D09-;240;HAANHOUT - VOLDERSTRAAT
44034D19-;790;KLEIN GENT - MAGRET
44034ZZZZ;3;Non localisable dans un secteur
44073A000;2261;WACHTEBEKE-CENTRUM
44073A01-;344;MOLENHOEK - KALVE
44073A02-;215;WALDERDONK-ZUID
44073A03-;466;LANGELEDE
44073A04K;1047;WARANDEWIJK
44073A053;919;DE BERGEN
44073A091;294;WACHTEBEKE-VERSPREIDE BEWONING
44073A0AA;360;WALDERDONK-NOORD
44073A0PA;882;STUIFZANDRUG
44073A100;299;OVERSLAG
44073A114;228;OUDEBURGSE SLUIS
44073A190;529;SINT-ELOOIS - DE PLASSEN
44073A29-;0;PROVINCIAAL DOMEIN - OOSTDONK
44040A001;1346;MELLE-CENTRUM
44040A022;2506;DRIES
44040A03K;1626;MELLE LINDENHOEK - LAMMEKEN
44040A03L;7;BEDRIJVENTERREIN GONTRODE HEIRWEG - AUTO
44040A082;137;KALVERHAGE - GEERBOS
44040A09K;42;MELLE KARUS - RIJKSSTATION DIER
44040A09L;66;PROEFHOEVE
44040A101;2178;VOGELHOEK
44040A12K;1388;MELLE TEN HOVE
44040A13K;942;MELLE ZWAANHOEK
44040A13L;28;BEDRIJVENTERREIN NMBS - R4
44040A1AK;135;MELLE RIJKSTUINBOUWSCHOOL
44040A20K;42;BEDRIJVENTERREIN KWATRECHT
44040A21K;645;KLOOSTERWIJK - BRUSSELSESTEENWEG
44040B00-;496;GONTRODE KERN
44040B09K;517;GONTRODE - VERSPREIDE BEBOUWING
44043A00K;2284;MERELBEKE-CENTRUM-WEST
44043A00L;3043;MERELBEKE-CENTRUM-OOST
44043A00M;149;INDUSTRIETERREIN PLATAAN
44043A02-;3092;BERGWIJK
44043A08K;112;SCHELDEMEERSEN NOORD
44043A08L;12;INDUSTRIETERREIN NIJVERHEIDSWEG
44043A0MK;248;MERELBEKE ROSKAM
44043A0SA;188;MIJLEKE
44043A112;2582;KETENHOEK
44043A191;274;KWENENBOS
44043A201;3082;FLORA
44043A21-;2575;TERHAND
44043A212;1182;VERLOREN BROOD
44043A272;0;LIEDERMEERS
44043A30K;505;LEMBERGE-CENTRUM
44043A3MK;23;MERELBEKE RIJKSSTATIONS
44043A3PK;437;LEMBERGE-BOSHOEK
44043A3PL;4;INDUSTRIEPARK LEMBERGE
44043B00K;1443;BOTTELARE - CENTRUM
44043B09K;464;BOTTELARE - RAND
44043C000;137;MUNTE-KERN
44043C01-;230;MUNTE HUNDELGEMSESTEENWEG
44043C090;249;MUNTE-VERSPREIDE BEWONING
44043D00-;521;SCHELDERODE-KERN
44043D012;596;MEGERIJ
44043D081;1;DE STAKEN
44043D091;452;SCHELDERODE-VERSPR. BEWONING
44043E00-;1017;MELSEN-KERN
44043E081;5;MELSEN - SCHELDEMEERSEN
44043E09-;353;BOTERHOEK - BOLLAART - BOSWIJK
44043ZZZZ;8;Non localisable dans un secteur
45035A001;1252;OUDENAARDE-CENTRUM
45035A011;1717;EINDDRIES
45035A021;695;TUINWIJK
45035A022;624;TER EECKEN
45035A030;1646;PAMELE
45035A042;1039;GEVAERTDREEF
45035A072;0;RODE LOS
45035A101;953;NEDERENAME-KERN
45035A110;1715;NEDERENAMESTRAAT
45035A192;3;RIJTMEERSEN
45035A201;1769;ENAME-KERN
45035A212;1351;HONGERIJ
45035A283;14;ENAME-BOS
45035A294;3;ENAME - SCHELDE
45035A30-;659;VOLKEGEM-KERN
45035A312;617;TIVOLI
45035A391;108;VOLKEGEM-STEENBERG
45035A40-;147;EDELARE-DORP
45035A410;875;EGYPTE
45035A49-;205;KERSELARE
45035A50-;956;LEUPEGEM-KERN
45035A51-;1054;LEUPEGEM - SCHAPENDRIES
45035A59-;80;LEUPEGEM - OMMELOZEBOOM
45035A601;1361;BEVERE-KERN
45035A61-;1290;BEVERE - HUTTEGEM
45035A620;230;BEVERE-LEEMWIJK
45035A632;216;MEERSPOORT
45035A642;640;STATIONSWIJK
45035A673;68;LINDESTRAAT
45035A681;4;BEVERE - DONK
45035A69-;156;BEVERE - KETELHOEK
45035A701;1090;EINE-KERN
45035A702;610;GROTE STRAAT
45035A711;1556;EINE - ZURKELSTRAAT
45035A732;1688;KRANEVELD - GRIMBERGEN
45035A772;40;BRUWAAN - NIJVERHEIDSZONE
45035A780;4;STEENBAKKERIJEN
45035A790;447;MAROLLE
45035A892;73;OOIKE
45035B00-;343;HEURNE-CENTRUM
45035B010;357;HEUVEL
45035B09-;151;AKSELWALLE
45035C00-;698;WELDEN-KERN
45035C091;566;NEER-WELDEN
45035D000;656;MATER-KERN
45035D08-;689;BOSKANT-MATENDRIES-HAUWAART
45035D09-;600;TISSENHOVE
45035D19-;284;VARENT
45035E00-;423;MELDEN-KERN
45035E01-;145;MEERSE
45035E081;0;MELDENMEERSEN
45035E091;88;SCHAATSPUTTE
45035E192;83;KOPPENBERG
45035E1MA;52;MEERSBLOEM
45035E1PA;142;WAARDE
45035F002;30;MULLEM-DORP
45035F091;660;MULLEM-VERSPREIDE BEWONING
45035ZZZZ;8;Non localisable dans un secteur
45041A00K;825;RONSE-CENTRUM-NOORD
45041A00L;1225;RONSE-CENTRUM-ZUID
45041A01K;769;VEEMARKT-RUYFFELAEREKOER
45041A01L;727;STADSTUIN
45041A02K;1520;PORTOIS-MARIJVE
45041A03K;815;KASTEELSTRAAT-NOORD
45041A03L;850;KASTEELSTRAAT-ZUID
45041A04-;1508;KANUNNIK PUISSANTSTRAAT
45041A05K;2071;PRINSKOUTER-SPINSTERSSTRAAT
45041A072;38;BEEKSTRAAT
45041A082;2;PARK LAGACHE
45041A101;809;GERMINAL
45041A12K;1191;ELZEELSESTEENWEG-BLAUWE STEEN
45041A12L;346;EUROPAWIJK
45041A12M;1134;LORETTESTRAAT
45041A171;12;KLEIN FRANKRIJK
45041A182;99;WAAIENBERG
45041A192;131;TER GUCHTEN - MATERSVELD
45041A29-;187;BREUCQ
45041A30-;1423;MOLENDAM
45041A312;717;SCHELDEKOUTER
45041A323;196;DURENNEMEERS
45041A32K;412;LANGEWEG
45041A32L;347;RODE BROECK
45041A331;387;WODECQ-OOSTENSTR.-LAAG DEURNE
45041A340;664;CITE STOOKT
45041A350;1060;SAINT-SAUVEURSTRAAT
45041A392;480;HOOG DEURNE (DURENNE) -BRUYERE
45041A400;797;FLOREAL - OUD KERKHOF
45041A49-;563;TRIBURY - PAILLAERT - BIEST
45041A50-;499;DE KLIJPE
45041A51-;542;KAPELLESTRAAT
45041A582;217;LANGVELDE
45041A591;269;WITTENTAK
45041A60K;728;HEMELBERG
45041A60L;524;OUDE STRAAT
45041A61K;824;HOGERLUCHT-DAMMEKENS
45041A620;764;SANCTA MARIA
45041A69K;375;SCHAVAART
45041A70-;542;TEN BERGE
45041A712;187;HUL
45041A723;456;YSMOLEN
45041A791;95;MUZIEKBERG - KOEKAMER
45041A81K;234;LOUISE MARIE-SCHORISSESTEENWEG
45041ZZZZ;16;Non localisable dans un secteur
45059A00-;1401;NEDERBRAKEL-CENTRUM
45059A01-;805;RONDPUNT
45059A10-;927;TOEP
45059A112;365;TEN BOSSE
45059A191;395;DRIES-TEN-BROEK
45059A20-;894;MEERBEEKSTRAAT
45059A212;686;VALKENBERG
45059A22-;503;MOLENHOEK
45059A281;44;DOMPELS
45059A29-;495;KLEIBERG - HAEYERSHOEK
45059B00-;510;OPBRAKEL-KERN
45059B010;338;PULLENBERG
45059B080;588;BOEKKOUTER
45059B09-;200;VERREBEKE - DORENBOSBEEK
45059C00-;168;ZEGELSEM-KERN
45059C082;131;ROVORST
45059C091;643;HOUWSTRAAT
45059D00-;515;ELST-KERN
45059D023;131;OOIEVAAR
45059D082;389;KLEIBERG - DOMPELS
45059D091;119;SIEREGEM
45059D18-;82;BONTEVELD
45059E00K;255;MICHELBEKE-KERN
45059E01K;238;POORTERIJ
45059E081;109;BORGVELD
45059E09-;616;BOEKENDRIES
45059E191;240;HEIVELD - KASTEEL
45059E280;170;ROZENHOEK
45059E291;209;BOTERHOEK
45059F00-;451;PARIKE-KERN
45059F012;54;MATROUWSTRAAT
45059F091;205;PARIKE - VERSPREIDE BEWONING
45059G00-;823;BOVENKWARTIER
45059G01-;427;BENEDENKWARTIER
45059G09-;1000;EVERBEEK - VERSPREIDE BEWONING
45059ZZZZ;1;Non localisable dans un secteur
45060A00-;904;RUIEN-CENTRUM
45060A010;768;BUISESTRAAT
45060A022;592;KOUTER TER HELST
45060A033;127;KLUISBERG
45060A074;185;HERPELGEM
45060A085;144;TURKENHOEK
45060A09K;325;RUIEN-VERSPREIDE BEWONING
45060B001;1442;BERCHEM-CENTRUM
45060B010;293;MEERSE
45060B02-;443;BRUGGE
45060B03K;271;BERCHEM - STOUTEGEM
45060B073;3;DEN HAM
45060B09-;110;TER DONK
45060C00-;227;KWAREMONT-KERN
45060C01-;110;STOUTEGEM
45060C09-;357;KWAREMONT-VERSPREIDE BEWONING
45060D00-;247;ZULZEKE-KERN
45060D091;316;ZULZEKE - VERSPREIDE BEWONING
45060ZZZZ;5;Non localisable dans un secteur
45061A00-;1203;PETEGEM-CENTRUM
45061A01-;287;MIDDELWIJK
45061A022;211;KERKKOUTER
45061A082;0;OUDE SCHELDEMEERSEN
45061A091;482;PETEGEM - VERSPREIDE BEWONING
45061B00-;908;WORTEGEM-KERN
45061B010;225;OUD MOREGEM
45061B080;453;OUD MOREGEMBOSSEN
45061B09-;498;WORTEGEM - VERSPREIDE BEWONING
45061C002;156;MOREGEM-KERN
45061C091;246;MOREGEM - VERSPREIDE BEWONING
45061C800;332;OOIKE-KERN
45061C813;104;OOIKE-UITBREIDING
45061C891;274;OOIKE - VERSPREIDE BEWONING
45061D000;357;ELSEGEM-KERN
45061D080;272;MERKEGEMHOEK-VERSPR. BEWONING
45061D091;128;KLOOSTERHOEK-VERSPR. BEWONING
45061D112;408;GIJZELBROCHTEGEM - BLAARHOEK
45061ZZZZ;1;Non localisable dans un secteur
45062A00-;344;SINT-MARIA-HOREBEKE-CENTRUM
45062A01-;148;HEERWEG
45062A02-;211;KORSELE
45062A08-;78;STENE
45062A09-;710;ST.-MARIA-HOREBEKE-VERSPR.BEW.
45062B00-;261;SINT-KORNELIS-HOREBEKE-KERN
