CD_SECTOR;TOTAL;TX_DESCR_SECTOR_FR
45062B09-;274;SINT-KORNELIS-HOREBEKE - VERSPREIDE BEWONING
45063A00K;544;SINT-MARIA-LIERDE - DORP
45063A01K;90;KAKEBEEK
45063A08-;338;STUIVENBERG - WAESBERG
45063A09K;168;SINT-MARIA-LIERDE - BUITENGEBIED
45063A100;660;KOUDENBERG
45063A11K;347;NIEUWSTRAAT - NIEUWE WIJK
45063A18-;160;DRIEHOEK - KLEINE DRIES
45063A19K;288;KARDINAALSHOEK-EIKENMOLEN
45063B00-;251;HEMELVEERDEGEM-CENTRUM
45063B08K;175;HEMELVEERDEGEM - BUITENGEBIED
45063C00K;839;DEFTINGE - DORP
45063C09K;614;DEFTINGE RAND
45063C10-;375;GEMELDORP-KERN
45063D00K;617;SINT-MARTENS-LIERDE - DORP
45063D01-;498;TEMPEL - STRATENDRIES
45063D09K;604;ST.-MARTENS-LIERDE - BUITENGEBIED
45063D19-;289;OUDE KERK
45063ZZZZ;1;Non localisable dans un secteur
45064A00-;286;ETIKHOVE-CENTRUM
45064A01-;156;PUTTENE
45064A02-;273;NEDEROLBEEK
45064A08-;427;BOSSENAAR
45064A09-;438;STEENBEEK
45064A102;109;LOUISE-MARIE
45064A191;97;DONDERIJ
45064B00-;684;NUKERKE-KERN
45064B01-;197;PONTSTRAAT
45064B082;8;SPIJKER
45064B09-;782;NUKERKE - VERSPREIDE BEWONING
45064B112;248;RUBBERIGTSBANK
45064B191;101;KEIZERREI
45064C00-;217;MAARKE
45064C01-;52;KERKEM
45064C09-;662;MAARKE-KERKEM - VERSPR. BEW.
45064D00-;522;SCHORISSE - KERN
45064D09-;644;SCHORISSE -VERSPREIDE BEWONING
45064D19-;416;KOEKAMER - OUDENHOVE
45064ZZZZ;1;Non localisable dans un secteur
45065A00-;582;MUNKZWALM-CENTRUM
45065A01-;341;REKEGEM
45065A08-;566;SINT-PIETERS-TEN-BERGE
45065A09-;621;HONDENDRIES
45065B002;79;HEMELRIJK
45065B091;61;HEMBEKE
45065C00-;198;SINT-MARIA-LATEM-KERN
45065C09-;468;SINT-MARIA-LATEM -VERSPR. BEW.
45065D002;114;MEILEGEM-KERN
45065D091;250;MEILEGEM - VERSPREIDE BEWONING
45065E002;260;BEERLEGEM-KERN
45065E091;126;BEERLEGEM-VERSPREIDE BEWONING
45065F002;119;DIKKELE-KERN
45065F091;57;DIKKELE - VERSPREIDE BEWONING
45065G000;623;HUNDELGEM-KERN
45065G090;55;HUNDELGEM-VERSPREIDE BEWONING
45065H00-;543;ROBORST-KERN
45065H09-;275;ROBORST - VERSPREIDE BEWONING
45065J00K;317;ROZEBEKE-DORPSKERN
45065J09K;148;ROZEBEKE - VERSPREIDE BEBOUWING
45065K00-;327;SINT-BLASIUS-BOEKEL-KERN
45065K01-;196;HEUVELGEM
45065K09-;226;ST.-BLASIUS-BOEKEL-VERSPR.BEW.
45065L000;420;SINT-DENIJS-BOEKEL-KERN
45065L011;208;KLEIE
45065L082;142;HOGE WEIDE
45065L09-;116;ST.-DENIJS-BOEKEL-VERSPR. BEW.
45065M00-;395;NEDERZWALM-KERN
45065M08-;111;NEDERZWALM - STATION
45065M090;402;HERMELGEM
45065M192;2;PEERDESTOK
45017A001;1966;KRUISHOUTEM-CENTRUM
45017A01-;287;T KELDERKEN
45017A022;547;KEIMOLEN
45017A09-;358;ZIJLDEGEM
45017A19-;141;DUFFELSTRAAT
45017A20-;185;DE BIEST
45017A29-;76;LIEVE DOCHTER
45017A30-;145;STERREKEN
45017A39-;224;HET SPRIETJEN
45017A40-;866;MAROLLE
45017A572;23;KRUISHOUTEM-INDUSTRIEZONE
45017A591;713;KARREWEG
45017B01K;676;LOZER-KERN
45017B082;585;LOZER-VERSPREIDE BEWONING
45017B092;66;HOOG RECHEM - NACHTEGAAL
45017C00-;202;WANNEGEM
45017C08-;247;LEDE
45017C09-;293;WANNEGEM-LEDE-VERSPR. BEWONING
45017D00-;245;NOKERE-KERN
45017D08-;242;NELLEKENSKEER
45017D09-;320;TJOENSHOEK - VERSPR. BEWONING
45057A000;1511;ZINGEM-CENTRUM
45057A01-;1293;MEERSKANT
45057A020;1141;VOORDE - BROEK - STATION
45057A0PN;271;SCHELDEMEERS
45057B001;513;OUWEGEM-KERN
45057B012;552;SCHIJTPUT
45057B09-;552;HUISGAVER
45057C00-;511;HUISE-KERN
45057C091;280;HUISE - VERSPREIDE BEWONING
45057C112;263;BEERTEGEM
45057C191;195;T PEERDEKE
45057C29-;517;MALDEGEM
46020A001;560;SINT-GILLIS-WAAS-DORP
46020A01K;584;HET HOOGEINDE
46020A02K;989;DE NIEUWSTRAAT
46020A03K;592;DE DOORN
46020A04K;626;STATIONSTRAAT-NOORD
46020A04L;1435;STATIONSTRAAT-ZUID
46020A08K;402;DE SCHUILHOEK - ZEVENSTER
46020A09-;510;LOEVER
46020A10K;812;HET KALF-KERN
46020A164;20;KEMZEKE - GAVERS
46020A18K;206;DE POLDERS
46020A19K;0;STROPERS
46020A215;738;REEP
46020A222;383;HOEKSKEN
46020A28K;74;DE KEMPHOEK
46020A31K;407;BUITENSTRAAT
46020A482;413;HOL
46020B001;785;DE KLINGE-KERN
46020B01K;1293;HEIDE
46020B023;1362;WARANDE
46020B06K;82;DE KAPELLEDREEF
46020B09K;395;HET SPAANS KWARTIER
46020C00K;1178;MEERDONK - DORP
46020C08K;439;DE ZANDLOPER
46020C090;34;KONINGS KIELDRECHTPOLDER
46020C11-;356;KOUTER
46020C182;174;MOLENHOEK
46020C191;106;KRONENHOEK
46020D00K;716;SINT-PAUWELS-KERN-NOORD
46020D00L;735;SINT-PAUWELS-KERN-ZUID
46020D012;184;VOSSELWIJK
46020D022;361;HEULDONK
46020D081;797;SINT-PAUWELS-VERSPR. BEW.-OOST
46020D09K;993;SINT-PAUWELS-VERSPREIDE BEWONING-WEST
46020D11-;343;KEMZEKE HOEK
46020D12K;471;ZEVENGEMEET
46020D133;100;ZANDSTRAAT-NOORD
46020D134;104;ZANDSTRAAT-ZUID
46020E08K;52;PEISELS EN VERRE
46020E093;317;OKKERVOORDE
46020E195;3;TWAALF GEMEET
46020ZZZZ;8;Non localisable dans un secteur
4602122MK;62;KLAVERBLAD
46021A001;1656;SINT-NIKLAAS-MARKT
46021A01K;3353;PAPENAKKERS
46021A021;1608;WESTERBUURT
46021A031;416;STEDELIJK SPORTPLEIN
46021A032;1116;VELDSTRAAT
46021A041;976;STADSPARK
46021A052;1516;CASTROWIJK
46021A070;12;STEENBAKKERIJ
46021A10K;1479;FILTEINT
46021A10L;1383;BEENAERT
46021A11K;1725;NOBELS-PEELMAN
46021A14K;1524;VLYMINCKSHOEK
46021A152;2459;PADDESCHOOT
46021A18K;349;SPIEVELD
46021A20-;1540;TEREKEN
46021A211;1204;HOGENAKKER
46021A232;1623;FABIOLAPARK
46021A243;1760;HERTJEN
46021A28-;1360;HEIMOLEN
46021A290;1485;KLETTERBOS
46021A2MK;1129;INDUSTRIEPARK
46021A382;292;DENNENSTRAAT
46021A3AK;154;STER
46021A3MK;192;DOMEIN WESTAKKERS
46021A3PK;380;JAGERSHOEK
46021A40K;2916;ELISABETHWIJK
46021A412;1842;LINDENSTRAAT
46021A512;2289;PRIESTERAGIEWIJK
46021A522;1708;VAN DURMESTRAAT
46021A533;1639;VERBINDINGSSTRAAT
46021A60-;2012;RAAP
46021A670;72;EUROPARK
46021A6MA;38;ENTREPOT
46021A6PK;1124;MOERPUT
46021A70K;1339;GERDAPARK
46021A70L;883;DRIEGAAIEN
46021A71K;1599;BAENSLAND
46021A723;681;ABINGDON
46021A73K;1467;BROUWERIJ
46021A78-;265;BOTERMELKSTRAAT
46021A801;1901;LEPELHOEK
46021A81K;1341;KLOOSTERLAND
46021A82K;1356;ROOTPUT
46021A831;1775;CLEMENTWIJK
46021A84K;1221;VROUWENEEKHOEK
46021A89K;882;KLAPPERBEEK
46021B00-;1814;NIEUWKERKEN-WAAS-CENTRUM
46021B01K;1311;WALLENHOFWIJK
46021B022;506;TURKYEN
46021B09K;1453;NIEUWKERKEN-WAAS-VERPSR.BEW.
46021B09L;36;NIEUWKERKEN-WAAS-INDUSTRIE
46021B112;1184;HEIHOEK
46021C001;1143;BELSELE-CENTRUM
46021C012;960;POPULIEREN
46021C023;947;DUIZEND APPELS
46021C03K;289;HEIAKKER
46021C04K;670;GAVERMOLEN
46021C055;664;DEKPRIEM
46021C084;499;KOUTERWIJK
46021C091;114;WATERSCHOOT
46021C10K;426;VALK
46021C10L;1071;WATERMOLEN
46021C11K;1264;SPORTKRING
46021C19K;1414;MOORTEL-OSSENHOEK
46021C20-;402;PUIVELDE-CENTRUM
46021C282;439;MARKTSTRAAT
46021C291;474;GOUDEN LEEUW
46021D00K;1997;SINAAIDORP
46021D01-;543;ZWAANAARDE
46021D02K;456;SCHUTTERIJ
46021D032;1456;WIJNVELD
46021D09K;827;HONDSNEST
46021D0PN;1179;BELSELEBEEK
46021ZZZZ;20;Non localisable dans un secteur
46024A00-;1171;STEKENE-CENTRUM
46024A02-;799;STEKENE-CENTRUM - WEST
46024A03-;2522;KERKWIJK
46024A04-;176;KIEKENHAAG
46024A052;174;POTAARDE
46024A0MA;138;KLEINE AKKER
46024A0PA;114;KOKKELBEEK
46024A10-;468;BRUGGEWIJK
46024A11K;880;BOSDORP
46024A191;685;BERG - POLKEN
46024A1JK;483;MEERSEN - KANAAL VAN STEKENE
46024A20-;1048;HEIKANT-KERN
46024A211;321;HEIKANT-NOORD
46024A221;886;HELLESTRAAT
46024A232;172;DONKERHOFSTEDE
46024A241;665;NIEUWDORP
46024A262;1263;RIEDEPOLDER - KEMEL
46024A282;614;STEKENSE TROMP
46024A313;471;DRIE SCHOUWEN - STEKENSE VOORHOUT
46024A411;698;BORMTE
46024A483;346;STEENGELAAG
46024A492;84;WATERTOREN
46024B000;1991;KEMZEKE-CENTRUM
46024B010;238;KEMZEEKSE VOORHOUT
46024B081;491;MEULEKE
46024B090;407;DE KWAKKEL
46024B112;284;DE PAAL
46024B161;394;KEMZEEKSE TROMP
46024B223;255;BREEDSTRAAT
46024C10K;906;KLEIN SINAAI-DORPSKERN
46024C112;568;BAUDELO
46024C19K;48;KLEIN SINAAI - VERSPREIDE BEWONING - NOORD
46024ZZZZ;7;Non localisable dans un secteur
46025A00K;3114;TEMSE-CENTRUM
46025A01K;2155;TEMSE-VOLKSPLAATS
46025A01L;903;TEMSE-EECKHOUTDRIES
46025A02K;2458;TEMSE-CAUWERBURG
46025A04K;2142;TEMSE-SOMPERSHOEK
46025A04L;597;TEMSE-VROUWENHOF
46025A07K;1315;TEMSE-DE ZAAT
46025A07L;18;TEMSE-DE ZAAT INDUSTRIE
46025A09K;0;TEMSE-SCHOUSELBROEK
46025A0PA;94;TEMSE-SMES
46025A10K;1505;TEMSE-OOSTBERG
46025A11K;2335;TEMSE-HOLLEBEEK
46025A17K;189;TEMSE-TTS
46025A18K;1674;TEMSE-LANDELIJK GEBIED
46025A18L;152;TEMSE-KRIJGSBAAN
46025A20K;967;VELLE-KERN
46025A29K;658;VELLE-LANDELIJK GEBIED
46025A312;963;TEMSE-DOORNWIJK
46025B00K;762;STEENDORP-KAPELSTRAAT
46025B01K;1024;STEENDORP-CENTRUM-WEST
46025B01L;747;STEENDORP-CENTRUM-OOST
46025B02K;1210;STEENDORP-THEMERIJCK
46025B07K;0;STEENDORP-VUURKOUTER
46025B09K;46;STEENDORP-BLAUWHOF
46025B09L;47;STEENDORP-SCHOUSELBROEK
46025C00K;1544;TIELRODE-CENTRUM
46025C01K;629;TIELRODE-WESTNEDER
46025C09K;392;TIELRODE-ROOMACKER
46025C09L;1040;TIELRODE-WAESMEER
46025C0MN;1;TIELRODE-TTS
46025C0PN;410;TIELRODE-JAGHT
46025C193;0;TIELRODE-BROEK
46025D00K;1126;ELVERSELE-CENTRUM
46025D01K;569;ELVERELE-LEGEN HEIRWEG
46025D083;0;ELVERSELE-BROEK
46025D0AK;541;ELVERSELE-STEENWEG
46025D0PK;10;ELVERSELE-WEST
46025D0PL;256;ELVERSELE-OOST
46025ZZZZ;20;Non localisable dans un secteur
44045A001;2279;MOERBEKE CENTRUM
44045A02-;1682;VAARDEKEN
44045A042;990;TERWEST
44045A08-;80;MOERVAART-ZUID
44045A09-;76;VENNEN - PACHTGOED
44045A101;377;KRUISSTRAAT
44045A112;64;KRUISSTRAAT - MOERKEN
44045A19-;221;MOERKENS - MOERBEKEPOLDER
44045A20-;297;KOEWACHT
44045A29-;110;RIETHOF - VERSPREIDE BEWONING
44045A38-;321;ZWARTE RUITER
44045A39-;328;KOUDENBORM
4601410PQ;10;E17
4601412QQ;0;LOKERENBEEK
46014A001;1401;LOKEREN - MARKT
46014A01-;2601;LOKEREN-CENTRUM -KON.BOUDEWIJN
46014A021;1501;KOUTER
46014A032;1855;DAM
46014A042;1496;OUDE BRUG
46014A053;1354;LAND VAN LUIK
46014A0MW;51;OEVER
46014A0PW;45;SPIEVELD
46014A10-;2108;ROZEN
46014A112;437;GROENSTRAAT
46014A181;230;BUILAARS
46014A191;15;MOLSBROEK
46014A20-;1430;HEIENDE-KERN
46014A212;297;HILLARESTRAAT
46014A281;2;HEIKANT
46014A29K;588;HEIENDE - VERSPR.BEW. - BEERVELD
46014A29L;0;HEIENDE - VERSPR.BEW. - VONDELBE
46014A2PN;3;BREDENHOEK
46014A30-;379;GENTSE STEENWEG - EINDE
46014A312;522;HUL
46014A32K;411;OUDENBOS
46014A391;740;DE KATTE
46014A402;2096;KOPKAPEL
46014A413;431;KRIKTE
46014A474;38;WAASLAND
46014A495;268;BOOGSCHEUT
46014A501;1448;BOKSLAAR - SPOELE
46014A51-;836;BOKSLAAR - OOSTEINDE
46014A522;393;EVERSLAAR
46014A532;2767;BOKSLAAR - ZELEBAAN
46014A60-;1614;HEIRBRUG
46014A611;1170;KARLAPPER
46014A622;399;OMLEIDING-ZUID
46014A632;1289;PUTTENEN
46014A691;763;WERKSTEDE
46014A701;808;LOKEREN - STATIONSKWARTIER
46014A712;932;UEBERG
46014A723;135;BERGENDRIES
46014A734;1959;TUINWIJK - GRIJZEBOS
46014A803;779;STAAKTE
46014A813;1058;EYERMANS
46014B00K;1382;EKSAARDE-DORP
46014B01K;1722;BRUG
46014B09-;854;BRIEL
46014B0PP;91;KRUISKAPEL - ZUIDLEDE
46014B10K;873;DOORSLAAR
46014B19K;814;KAASWINKELS - MOLENAKKERS
46014B1AA;401;SCHEEPKEN
46014B1PA;51;STENENBRUG
46014C00-;288;DAKNAM-DORP
46014C010;344;PONTWEG
46014C09K;58;WEEHAGE
46014C09L;127;BROEK
46014C412;100;DAKNAMSE BOSSEN
46014ZZZZ;17;Non localisable dans un secteur
11056A00-;1797;CENTRUM-ZWIJNDRECHT
11056A01-;1696;CENTRUM-ZWIJNDRECHT-OOST
11056A02-;778;MOLENKOUTER
11056A03-;475;HEILIG GEESTHOEK
11056A04-;487;WIJK KAPELLENKOUTER
11056A05K;577;GRAANMOLENSTRAAT
11056A08K;62;VLIETBOS
11056A09K;353;ZWIJNDRECHT-OPEN RUIMTEGEBIED
11056A1MJ;0;INDUSTRIEGEBIED
11056A210;1479;WIJK LAARKOUTER
11056A220;2127;HET HEIKEN
11056A31K;201;NEERBROEK-NOORD
11056A31L;479;NEERBROEK-ZUID
11056A41K;1276;WIJK VROMENHOVE
11056B00-;3046;BURCHT-CENTRUM-WEST
11056B01-;2080;BURCHT-CENTRUM-OOST
11056B02K;1641;WOONGEBIED-BOSKOUTER
11056B032;284;HOFKOUTER
11056B05K;320;OPEN RUIMTE - BOSKOUTER
11056B072;23;NEUZENBERG
11056B081;0;SCHELDE
11056B09K;137;FORT VAN KRUIBEKE
11056B09L;12;E17
11056B17-;134;WESTPOORT-BAARBEEK
11056B273;70;OEVERKANT-DE WALLEN
46003A001;1346;CENTRUM-BEVEREN
46003A011;1449;IJZERHAND
46003A03K;1380;STATION - BEVEREN
46003A043;411;DONKVIJVER - ARENBERG
46003A04K;302;BISSCHOP TRIEST
46003A071;830;VESTEN
46003A10K;883;RIJKSARCHIEF
46003A11K;1275;BALJUW
46003A190;453;DEN BOS
46003A20K;2134;SPORTZONE-BEVEREN
46003A21K;1133;VOGELZANG
46003A224;675;SCHRIJVERSWIJK
46003A24K;2298;GROTE HEIDE
46003A281;666;ACHTERHOEK
46003A291;269;DOORNPARK
46003A30K;3753;KASTEELDREEF
46003A31K;1561;SINT-JAN
46003A32K;957;LEVERGEM
46003B00K;1935;VRASENE-DORP
46003B011;913;SPORTZONE-VRASENE
46003B02K;520;WINDMOLEN
46003B032;165;TUINLAAN
46003B081;504;VRASENE-ZUID
46003B091;152;VRASENE-NOORD
46003B092;258;KLEINE KOUTER
46003C00K;666;VERREBROEK-DORP
46003C01K;1042;ZWAANTJE-SLUIS
46003C072;71;INDUSTRIEGEBIED - WATERMOLEN
46003C081;135;GROOT SCHOOR
46003C091;26;KONINGS KIELDRECHTPOLDER-ZUID
46003C182;98;HOOG VERREBROEKPOLDER
46003C272;33;INDUSTRIEGEBIED BLIKKEN
46003D00K;2509;KIELDRECHT-CENTRUM
46003D01K;1038;BOMENWIJK
46003D073;12;INDUSTRIEGEBIED - ARENBERGPOLDER
46003D08K;133;OUD ARENBERG
46003D09-;301;KONINGS KIELDRECHTPOLDER-NOORD
46003D19-;134;NIEUWE ARENBERGPOLDER - PROSPERPOLDER
46003E000;17;DOEL-KERN
46003E072;0;INDUSTRIEGEBIED - KLEIN DOELPOLDER
46003E081;76;GROTE DOELPOLDER
46003E091;12;PROSPERPOLDER - NIEUW ARENBERGPOLDER
46003E182;0;SCHELDE-NOORD
46003E1MJ;0;KERNCENTRALE
46003F00K;1789;KALLO DORP
46003F01K;587;HERBERG SAS
46003F07K;40;KALLO INDUSTRIE
46003F084;0;BEVERENPOLDER
46003F183;0;SCHELDE-ZUID
46003G00K;1673;MELSELE - CENTRUM
46003G01-;1174;MELSELE - CENTRUM-ZUID
46003G02K;2808;KAPEL VAN GAVERLAND
46003G03K;1854;BERGMOLEN
46003G04K;467;KALISHOEK
46003G073;0;MELSELEPOLDER
46003G081;139;HENNENNEST
46003G11-;2240;MELSELE STATION
46003G18-;569;BEEKMOLEN - WILDE HAAN
46003G19-;952;VENDOORN-SCHAARBEEK
46003H000;1388;HAASDONK-CENTRUM-NOORD
46003H012;408;PEERKENSWEGEL
46003H023;566;DE BUITEN
46003H034;819;HAASDONK-CENTRUM-ZUID
46003H08K;121;HAASDONK-NOORD
46003H08L;485;HAASDONK-ZUID
46003H091;203;GENTSEWEG BEVERENPARK
46003H11K;465;DENNENLAAN
46003ZZZZ;27;Non localisable dans un secteur
46013A00K;3298;KRUIBEKE-CENTRUM
46013A01-;204;HOUTEN KRUIS
46013A02K;868;BLOEMENWIJK
46013A02L;528;OUDE WIJK
46013A03K;500;KERKEPUTTEN
46013A04K;950;CAUTERHOEK
46013A04L;662;BAZELSTRAAT
46013A08-;7;KRUIBEKE-POLDER
46013A0MK;20;HOGENAKKERHOEK-INDUSTRIE
46013A0PK;1109;STERHOEK
46013B00K;1498;BAZEL-CENTRUM
46013B010;305;BARBIERBEEK
46013B02K;940;PARKLAAN
46013B032;1538;RAPENBERG
46013B043;302;TER LINDEN
46013B081;22;BAZELSE POLDER
46013B09K;1095;BAZEL-VERSREIDE-BEBOUWING
46013C001;504;RUPELMONDE-CENTRUM
46013C012;1385;RUPELMONDE-NOORD
46013C022;1216;SCHAUDRIES
46013C091;143;RUPELMONDE POLDER
5100420PQ;0;SILLY
5100450PQ;6;LEUZE-EN-HAINAUT 2
5100450QQ;0;LEUZE-EN-HAINAUT 3
5100451PQ;6;LEUZE-EN-HAINAUT 1
51004A00-;2196;ATH-CENTRE
51004A01-;1011;ESPLANADE
51004A040;816;HOPITAL - ABATTOIR
51004A08K;113;ATH - HABITATION DISPERSEES NORD
51004A08L;121;ROUTE DE FRASNES
51004A10K;1075;FAUBOURG DE MONS
51004A10L;0;ATH GARE
51004A10M;1574;CHAUSSEE DE MONS
51004A11K;976;L'EUROPE
51004A11L;288;ARQUEBUSIERS
51004A12K;473;CITE TERRIENNE
51004A20K;969;MONT SARAH
51004A20L;128;MUSIQUE
51004A21K;297;FAUBOURG DE TOURNAI
51004A27K;181;LA FLORIDIENNE
51004A301;1286;ROSELLE
51004A31K;509;BOCAGE
51004A323;811;ZONE INDUSTR. - LES PRIMEVERES
51004A33K;221;LORETTE
51004A34K;442;TRIEU PERILLEUX
51004A34L;291;CHEMIN VERT
51004A39K;127;L'ERMITAGE
51004B00K;312;LANQUESAINT-CENTRE
51004B09K;225;LANQUESAINT-HAB. DISPERSEES
51004C00K;563;REBAIX-CENTRE
51004C01K;178;LA PORTE DE GAND
51004C09K;175;REBAIX - HAB. DISPERSEES
51004C1PP;73;PERQUIESSE-FRANCQUIER
51004D00K;304;ISIERES - PLACE
51004D01-;579;GRAND MARAIS
51004D082;44;PETIT MARAIS
51004D0PN;308;TRIBOURIAU
51004D19-;52;LA CAVEE
51004E00K;669;MESLIN-L' EVEQUE-CENTRE
51004E072;30;ZONE INDUSTRIELLE
51004E0PK;647;MANAGE
51004E10-;221;STOQUOIT
51004E19-;92;HAUT AULNOY
51004F00-;757;GHISLENGHIEN-CENTRE
51004F072;1;ZONING GHISLENGHIEN 1
51004F091;101;GHISLENGHIEN - HAB. DISP. SUD
51004F0PN;0;ZONING GHISLENGHIEN 2
51004G00-;177;GIBECQ-CENTRE
51004G0PN;97;GIBEEK-HABIT.DISPERSEES
51004H00K;515;ARBRE-CENTRE
51004H01-;193;PONCHEAU
51004H09K;19;ARBRE-HAB. DISPERSEES
51004H09L;63;PONCHEAU HAB. DISPERSEES
51004J00K;594;MAFFLE-CENTRE
51004J0AK;805;MAFFLE-STATION
51004K00K;387;IRCHONWELZ-CENTRE
51004K01K;356;FION
51004K02K;381;TRAU AL CAUCHE
51004K03K;83;A L'ARBRE VERT
51004K08K;162;IRCHONWELZ-HAB. DISPERSEES SUD
51004L09K;25;ORMEIGNIES - HAB. DISPERSEES
51004L0OK;804;ORMEIGNIES-CENTRE
51004L10-;264;AUTREPPE
51004L1PN;43;AUX QUATRE-CHEMINS-MERVAU
51004M00-;401;MOULBAIX-CENTRE
51004M01-;111;LE CHAPITRE
51004M0PK;125;MOULBAIX-HAB.DISPERSEES
51004N00-;140;VILLERS-NOTRE-DAME-CENTRE
51004N09-;40;VILLERS-NOTRE-DAME-HAB. DISP.
51004P00-;219;VILLERS-SAINT-AMAND-CENTRE
51004P09-;149;VILLERS-SAINT-AMAND-HAB. DISP.
51004P11K;110;IRCHONWELZ - EXTENSION
51004P29K;5;BELICAMP
51004P39K;139;WILLAUFOSSE - PLANTIS
51004R00-;651;LIGNE-CENTRE
51004R01-;174;FOUCAUMONT
51004R080;67;LE CHAT - PICOLEME
51004R0PP;83;DOUAIRE-HAB.DISPERSEES
51004S001;461;HOUTAING-CENTRE
51004S09K;40;HOUTAING - HAB. DISPERSEES
51004T00-;379;MAINVAULT-CENTRE
51004T08K;304;LA BIGAUDE
51004T09K;226;MAINVAULT - HAB. DISPERSEES
51004T10K;177;HAMEAU DE HOLLANDE
51004T19K;173;BOIS HELLIN
51004T28-;210;MONT DE MAINVAULT
51004U00-;389;BOUVIGNIES-CENTRE
51004U09K;187;BOUVIGNIES HAB. DISP
51004U19K;274;HAMEAU DU BOIS - MARAIS
51004V00-;226;OSTICHES-CENTRE
51004V09-;446;OSTICHES - HAB. DISPERSEES
51004ZZZZ;1;Non localisable dans un secteur
51008A00-;1244;BELOEIL-CENTRE
51008A01-;252;FARVACQ
51008A090;334;RUE BASSE
51008A10-;518;ECACHERIES
51008A190;11;ECACHERIES-RUE VIVIERS AU BOIS
51008B00K;1305;STAMBRUGES-CENTRE
51008B09K;48;BOIS DE STAMBRUGES
51008B10K;222;GRANDGLISE
51008B11-;664;LA BRUYERE
51008B12K;189;LE FAYT
51008B19K;77;HYPPODROME
51008C00-;718;QUEVAUCAMPS - PLACE
51008C011;498;LE MARETIAU
51008C02-;490;GRAND'ROUTE
51008C03K;1277;PATURAGE
51008C044;281;CORON D'EN HAUT
51008C082;45;ANCIEN MOULIN D'EN HAUT
51008C091;63;QUEVAUCAMPS - HAB. DISP.
51008C193;9;CHEMIN DE FER ET AUTOROUTE
51008D00-;939;BASECLES-CENTRE
51008D01-;434;CHATEAU DAUDERGNIES
51008D021;503;PAVE
51008D031;474;CHASSE - MADAME
51008D042;339;LES PRES DE LA VERNE
51008D052;270;PRET
51008D08-;164;L'AUBETTE ONZE HEURES
51008D091;8;AU FOUAN
51008D112;192;LA BRUYERE
51008D193;203;BASECLES - CARRIERES
51008E00-;354;THUMAIDE-CENTRE
51008E082;106;BAS CORON
51008E091;49;THUMAIDE-HAB. DISPERSEES
51008F00-;108;RAMEGNIES-CENTRE
51008F09-;35;RAMEGNIES - HAB. DISPERSEES
51008G00-;264;WADELINCOURT-CENTRE
51008G09-;85;WADELINCOURT - HAB. DISPERSEES
51008H00K;642;ELLIGNIES-SAINTE-ANNE-CENTRE
51008H01-;278;SAINTE-ANNE
51008H02K;73;LA CHAUSSEE
51008H08K;22;QUEWETTES
51008H09K;63;FAGNEAU - LES SARTS
51008H09L;0;ELIGNIES-SAINTE-ANNE HAB. DISP. NORD
51008H10-;150;ROBERSART-CENTRE
51008H190;86;AU VIAU - BOIS DE LA HAYE
51008J00-;123;AUBECHIES-CENTRE
51008J09K;21;AUBECHIES - HAB. DISPERSEES
51008ZZZZ;2;Non localisable dans un secteur
51009A00-;1015;BERNISSART-CENTRE
51009A01-;433;LE CALVAIRE
51009A02-;405;FRONTIERE
51009A03K;505;CORON PEROU
51009A08K;9;BERNISSART - LAC
51009A091;28;MARAIS
51009A10-;1527;HARCHIES-CENTRE
51009A191;154;CITE JARDIN - RISQUE TOUT
51009A202;840;FRAITI
51009A282;12;PREAU - RESERVE NATURELLE
51009B00-;797;POMMEROEUL-CENTRE
51009B01-;102;PETIT CREPIN-CENTRE
51009B08K;158;RUE NOTRE DAME
51009B08L;100;VILLE POMMEROEUL HAB. DISP OUEST
51009B09K;14;POMMEROEUL HAB. DISP. SUD
51009B09L;21;VILLE POMMEROEUL HAB. DIPS. EST
51009B10-;794;VILLE POMMEROEUL-CENTRE
51009B290;12;SUD AUTOROUTE PARIS
51009B381;102;CANAL NIMY - BLATON NORD
51009B392;521;ROND DU BOIS DE VILLE
51009B493;2;CANAL HENSIES-POMMEROEUL
51009C00-;1447;BLATON-CENTRE
51009C01-;775;BLATON - GARE
51009C02-;1739;GRAND BRUYERE
51009C08-;124;AUTOROUTE
51009C091;59;HAIE DES CHEVAUX
51009C192;198;MONT DES GROSEILLIERS
51009ZZZZ;1;Non localisable dans un secteur
5101211PQ;10;SAINT-JACQUES
51012A001;1075;BRUGELETTE-CENTRE
51012A01K;181;BOLLIGNIES
51012A02-;188;CHAUSSEE DE MONS
51012A032;295;CARMES
51012A08K;8;CHEMIN DE WISBECQ
51012A08L;0;CROIX DU CADET
51012A091;102;FERSEGNIES
51012B00K;335;GAGES-CENTRE
51012B0PP;48;ANCHAIN
51012C00K;259;CAMBRON - CASTEAU - CENTRE
51012C082;9;CROIX SAINT-GHISLAIN
51012C0PN;23;PARADISIO
51012D000;383;MEVERGNIES-CENTRE
51012D09K;39;ANCIENNES CARRIERES
51012D11-;128;LES TRIEUX
51012D1PK;70;PATARD
51012E000;337;ATTRE-CENTRE
51012E01-;163;ATTRE-CENTRE NORDRD
51012E0PK;222;SAINT-MARTIN
51012ZZZZ;3;Non localisable dans un secteur
5101410PQ;0;CHEMIN DU BORAIN
51014A00K;1219;CHIEVRES-CENTRE
51014A010;20;FERME GOSSUIN
