CD_STAT_SECTOR,total_sales_2013_2024
46020A164,18
46020A180,32
46020A215,160
46020A222,70
46020A283,2
46020A31-,121
46020A482,124
46020B001,262
46020B012,480
46020B023,369
46020B062,44
46020B091,98
46020C000,178
46020C08-,72
46020C090,10
46020C11-,97
46020C182,36
46020C191,22
46020D001,264
46020D012,47
46020D022,54
46020D081,114
46020D091,211
46020D11-,94
46020D123,40
46020D133,23
46020D134,22
46020E084,16
46020E093,46
46020_UNKNOWN,61
4602122MQ,10
46021A001,369
46021A011,805
46021A021,463
46021A031,50
46021A032,310
46021A041,184
46021A052,379
46021A101,698
46021A111,611
46021A142,458
46021A152,852
46021A181,80
46021A182,10
46021A20-,336
46021A211,99
46021A232,618
46021A243,468
46021A28-,289
46021A290,300
46021A2MN,311
46021A382,64
46021A3AC,41
46021A3PB,129
46021A3QC,6
46021A401,783
46021A412,495
46021A512,570
46021A522,589
46021A533,396
46021A60-,403
46021A670,25
46021A6MA,6
46021A6PA,158
46021A701,469
46021A712,409
46021A723,127
46021A732,400
46021A78-,38
46021A801,377
46021A812,232
46021A822,117
46021A831,121
46021A842,313
46021A893,226
46021A912,100
46021B00-,452
46021B011,230
46021B022,91
46021B099,226
46021B112,238
46021C001,189
46021C012,170
46021C023,219
46021C036,94
46021C042,129
46021C055,82
46021C084,92
46021C091,30
46021C101,340
46021C112,133
46021C191,257
46021C20-,97
46021C282,87
46021C291,99
46021D00-,337
46021D01-,97
46021D022,107
46021D032,307
46021D091,98
46021D0PN,198
46021_UNKNOWN,165
46024A00-,172
46024A02-,139
46024A03-,430
46024A04-,18
46024A052,34
46024A0MA,36
46024A0PA,16
46024A10-,133
46024A11-,186
46024A191,140
46024A1JN,172
46024A20-,252
46024A211,76
46024A221,145
46024A232,38
46024A241,186
46024A262,530
46024A282,205
46024A313,66
46024A411,218
46024A483,76
46024A492,18
46024B000,390
46024B010,92
46024B081,30
46024B090,62
46024B112,86
46024B161,294
46024B223,56
46024C10-,152
46024C112,124
46024C191,22
46024_UNKNOWN,97
4602511MQ,26
46025A001,825
46025A012,718
46025A022,550
46025A031,170
46025A042,452
46025A053,36
46025A07-,229
46025A091,6
46025A0AA,162
46025A0PA,8
46025A101,485
46025A112,341
46025A123,86
46025A134,88
46025A171,31
46025A182,212
46025A20-,176
46025A291,126
46025A312,139
46025B00-,359
46025B011,377
46025B022,127
46025B072,28
46025B091,144
46025C001,347
46025C012,165
46025C022,135
46025C091,414
46025C0PN,58
46025D000,222
46025D012,67
46025D083,2
46025D0AA,102
46025D0PA,52
46025_UNKNOWN,75
5100440PQ,2
5100451PQ,2
51004A00-,413
51004A01-,124
51004A040,168
51004A081,55
51004A101,496
51004A112,151
51004A122,40
51004A191,20
51004A201,251
51004A212,60
51004A273,27
51004A301,248
51004A312,91
51004A323,66
51004A33-,49
51004A34-,148
51004A392,24
51004B00-,46
51004B09-,32
51004C00-,128
51004C01-,52
51004C09-,28
51004C1PP,10
51004D00-,66
51004D01-,112
51004D0PN,38
51004D19-,14
51004E00-,106
51004E072,2
51004E0PP,96
51004E10-,32
51004E19-,22
51004F00-,174
51004F072,4
51004F091,16
51004G00-,28
51004G0PN,8
51004H00-,94
51004H01-,16
51004H09-,16
51004J00-,178
51004J091,6
51004J0AP,157
51004J0PN,14
51004K00-,64
51004K01-,52
51004K02-,72
51004K03-,26
51004K082,2
51004L090,6
51004L0OP,130
51004L10-,38
51004L1PN,12
51004M00-,78
51004M01-,14
51004M0PN,12
51004N00-,36
51004N09-,2
51004P00-,40
51004P09-,20
51004P11-,22
51004P29-,4
51004P399,20
51004P49-,8
51004R00-,115
51004R01-,20
51004R080,6
51004R0PP,16
51004S001,101
51004S012,20
51004S090,12
51004T00-,75
51004T082,40
51004T091,22
51004T10-,8
51004T19-,26
51004T28-,48
51004U00-,82
51004U09-,4
51004U19-,42
51004V00-,42
51004V09-,70
51004_UNKNOWN,117
51008A00-,307
51008A01-,64
51008A090,47
51008A10-,116
51008A190,4
51008B00-,278
51008B09-,18
51008B101,38
51008B11-,150
51008B122,36
51008B19-,10
51008C00-,136
51008C011,76
51008C02-,108
51008C032,263
51008C044,28
51008C082,8
51008C091,16
51008C193,4
51008D00-,231
51008D01-,126
51008D021,156
51008D031,156
51008D042,82
51008D052,82
51008D08-,44
51008D091,2
51008D112,34
51008D193,56
51008E00-,84
51008E082,18
51008E091,2
51008F00-,16
51008G00-,54
51008G09-,8
51008H00-,76
51008H01-,28
51008H02-,12
51008H082,6
51008H091,20
51008H10-,30
51008H190,18
51008J00-,20
51008J09-,8
51008_UNKNOWN,60
51009A00-,250
51009A01-,108
51009A02-,118
51009A032,120
51009A081,10
51009A091,4
51009A10-,367
51009A191,42
51009A202,36
51009A282,4
51009B00-,192
51009B01-,16
51009B082,32
51009B091,18
51009B10-,155
51009B290,2
51009B381,22
51009B392,125
51009C00-,304
51009C01-,208
51009C02-,418
51009C08-,44
51009C091,2
51009C192,34
51009_UNKNOWN,56
51012A001,242
51012A01-,46
51012A02-,19
51012A032,60
51012A082,6
51012A091,10
51012B00-,52
51012B0PP,10
51012C00-,76
51012C0PN,4
51012D000,66
51012D09-,10
51012D11-,20
51012D1PN,12
51012E000,38
51012E01-,24
51012E0PP,24
51012_UNKNOWN,36
51014A001,181
51014A022,90
51014A091,10
51014A092,36
51014A0PN,36
51014A10-,177
51014A183,20
51014A191,22
51014B002,10
51014B091,8
51014B19-,8
51014C00-,54
51014C082,14
51014C091,6
51014C101,46
51014C182,4
51014C19-,24
51014D00-,30
51014D09-,16
51014D19-,20
51014E001,86
51014E012,158
51014E09-,6
51014F00-,93
51014F0PN,20
51014F1PN,8
51014_UNKNOWN,49
51017A00-,244
51017A01-,32
51017A082,192
51017A091,28
51017A180,176
51017A182,26
51017A191,46
51017A210,36
51017A280,46
51017A290,50
51017B00-,58
51017B010,34
51017B082,30
51017B091,120
51017C00-,44
51017C09-,10
51017C19-,16
51017_UNKNOWN,48
51019A001,370
51019A012,20
51019A08-,90
51019A099,70
51019A19-,54
51019A20-,34
51019A29-,14
51019A30-,76
51019A39-,60
51019_UNKNOWN,8
51065A001,252
51065A012,40
51065A023,38
51065A032,2
51065A034,26
51065A08-,125
51065A091,96
51065B00-,56
51065B09-,92
51065C000,2
51065C010,16
51065C08-,18
51065C09-,30
51065D000,38
51065D08-,30
51065D090,32
51065D190,20
51065E000,14
51065E002,12
51065E080,11
51065E091,18
51065F00-,16
51065F09-,18
51065G00-,28
51065G08-,14
51065G09-,26
51065H00-,16
51065H082,24
51065H091,20
51065J00-,102
51065J010,40
51065J082,4
51065J091,66
51065J190,12
51065K000,16
51065K09-,18
51065L000,40
51065L09-,61
51065L10-,32
51065L19-,12
51065M001,64
51065N00-,22
51065N002,12
51065N091,54
51065N199,144
51065P00-,60
51065P002,65
51065P083,14
51065P091,46
51065P19-,76
51065P29-,92
51065_UNKNOWN,48
51067_UNKNOWN,6
51068_UNKNOWN,2
51069_UNKNOWN,18
52010A00-,465
52010A011,158
52010A022,112
52010A03-,160
52010A051,82
52010A081,21
52010A10-,49
52010A19-,35
52010A200,53
52010A39-,62
52010A41-,153
52010A422,44
52010A51-,197
52010A522,33
52010B00-,160
52010B010,76
52010B08-,143
52010B09-,10
52010C000,255
52010C010,95
52010C02-,74
52010C04-,64
52010C080,22
52010C099,52
52010C19-,26
52010C29-,2
52010_UNKNOWN,50
52011A00-,537
52011A02-,208
52011A031,63
52011A04-,396
52011A0AR,124
52011A0BR,68
52011A10-,245
52011A101,28
52011A111,17
52011A112,146
52011A12-,129
52011A133,172
52011A20-,544
52011A21-,64
52011A222,26
52011A301,692
52011A31-,261
52011A322,136
52011A333,304
52011A374,4
52011A433,64
52011B021,204
52011B031,320
52011B04-,100
52011B052,206
52011B07-,24
52011B0AH,356
52011B0BH,378
52011B0CH,4
52011B11-,56
52011B1MR,2
52011C00-,422
52011C01-,157
52011C03-,28
52011C09-,32
52011C0AH,213
52011C0BH,62
52011C101,245
52011C192,24
52011C201,374
52011C212,132
52011C223,52
52011C2MR,38
52011C2NR,10
52011D000,246
52011D010,138
52011D02-,331
52011D031,286
52011D042,386
52011D053,210
52011D0PR,18
52011D0QR,12
52011D11-,221
52011D12-,481
52011D1AS,475
52011D1BS,48
52011D20-,75
52011D21-,412
52011D221,217
52011D232,29
52011D30-,430
52011D31-,112
52011D40-,352
52011D4AH,144
52011D4BH,48
52011E001,524
52011E01-,95
52011E021,440
52011E0MH,4
52011E101,332
52011E112,178
52011E123,28
52011E172,18
52011E1AX,36
52011E1BX,48
52011E201,192
52011E2AY,142
52011E2BY,12
52011E2CZ,51
52011E2DZ,14
52011E401,389
52011E412,516
52011E50-,424
52011E51-,300
52011E52-,162
52011E60-,208
52011F001,279
52011F011,210
52011F021,157
52011F032,102
52011F042,378
52011F072,18
52011F0PH,28
52011F0PN,4
52011F0QH,47
52011F101,197
52011F112,283
52011F212,407
52011F2AX,362
52011F2BX,82
52011G001,393
52011G011,219
52011G021,522
52011G0AX,429
52011G0BX,37
52011G0CY,159
52011G0DY,12
52011G0ER,20
52011G0MH,72
52011G0NH,40
52011G0WR,2
52011G111,343
52011G122,547
52011G172,16
52011G1AS,367
52011G1BS,40
52011G201,211
52011G211,197
52011G221,92
52011G232,341
52011G242,79
52011G253,64
52011G291,45
52011G302,47
52011G3AZ,357
52011G3BZ,63
52011G3CG,187
52011G3DG,10
52011G412,78
52011G511,102
52011G522,100
52011G5AN,281
52011H001,366
52011H012,104
52011H021,158
52011H030,267
52011H04-,186
52011H05-,58
52011H072,12
52011H10-,392
52011H20-,181
52011H212,143
52011H223,238
52011H234,87
52011H295,10
52011H312,44
52011H3NR,16
52011H401,167
52011H412,288
52011H432,8
52011H4AH,398
52011H4BH,30
52011H59-,2
52011J00-,174
52011J01-,411
52011J02-,142
52011J10-,296
52011J11-,107
52011J122,6
52011J201,208
52011J272,18
52011J30-,232
52011J3MH,54
52011J3NH,6
52011J401,278
52011J411,224
52011J42-,315
52011J432,277
52011J442,272
52011J452,2
52011J57-,113
52011K00-,223
52011K011,100
52011K031,152
52011K041,145
52011K051,84
52011K052,297
52011K0AH,108
52011K0BH,92
52011K0MX,2
52011K0NX,25
52011K0PY,20
52011K0QY,12
52011K102,148
52011K1QZ,2
52011K202,178
52011K212,94
52011K2MR,14
52011K2NR,6
52011K3AG,103
52011K3BG,62
52011L001,142
52011L010,132
52011L022,6
52011L090,10
52011L101,130
52011L112,132
52011M00-,299
52011M01-,156
52011M02-,228
52011M04-,4
52011M052,22
52011M081,8
52011M0MH,8
52011M0NH,16
52011M0WH,12
52011M10-,372
52011M111,377
52011M172,8
52011M201,232
52011M212,60
52011M312,90
52011N00-,191
52011N01-,326
52011N020,141
52011N03-,382
52011N04-,70
52011N101,636
52011N112,298
52011N121,288
52011N132,114
52011N151,433
52011N20-,414
52011N22-,192
52011N23-,188
52011N2NH,24
52011N30-,392
52011N3AH,46
52011N3BH,8
52011N41-,106
52011N501,386
52011N512,263
52011N52-,326
52011N60-,526
52011N622,140
52011N6AX,267
52011N6BX,30
52011P00-,116
52011P01-,392
52011P02-,306
52011P03-,226
52011P041,134
52011P07-,18
52011P100,268
52011P111,505
52011P122,92
52011P19-,44
52011P2PN,28
52011P31-,36
52011P322,164
52011P381,4
52011P41-,58
52011P422,30
52011R01-,136
52011R02-,144
52011R031,24
52011R04-,163
52011R0AR,202
52011R10-,193
52011R12-,122
52011R13-,138
52011R142,188
52011R1AH,116
52011R1BH,150
52011R1CH,4
52011R20-,331
52011R21-,44
52011_UNKNOWN,512
52012A001,398
52012A011,294
52012A022,203
52012A033,293
52012A040,246
52012A090,4
52012A0AA,160
52012A0PA,48
52012A100,151
52012A190,38
52012A201,306
52012A272,2
52012A293,122
52012A301,530
52012A312,102
52012A34-,278
52012B001,181
52012B011,39
52012B021,282
52012B042,300
52012B051,41
52012B052,238
52012B072,2
52012B081,20
52012B100,155
52012B20-,222
52012B210,92
52012B22-,276
52012B230,119
52012B309,233
52012B31-,130
52012B411,321
52012B422,180
52012B430,396
52012B483,4
52012B512,14
52012B614,52
52012C001,487
52012C01-,137
52012C02-,68
52012C032,18
52012C09-,58
52012C100,111
52012C1PN,91
52012C20-,88
52012C29-,48
52012_UNKNOWN,72
52015A001,261
52015A011,307
52015A022,62
52015A031,116
52015A042,40
52015A090,37
52015A101,131
52015A102,15
52015A11-,406
52015A112,63
52015A121,212
52015A132,223
52015A133,34
52015A142,236
52015A15-,90
52015A20-,240
52015A210,250
52015A220,6
52015A290,18
52015A30-,220
52015A311,171
52015A380,8
52015A391,82
52015A41-,275
52015A422,86
52015A59-,141
52015A69-,22
52015B00-,210
52015B01-,270
52015B02-,294
52015B032,58
52015B091,22
52015B430,34
52015C000,316
52015C01-,366
52015C02-,68
52015C03-,117
52015C04-,168
52015C080,6
52015C09-,64
52015C110,115
52015C120,68
52015C190,12
52015C51-,177
52015C57-,50
52015D00-,179
52015D01-,104
52015D02-,72
52015D080,34
52015D09-,18
52015D190,10
52015D20-,80
52015D21-,72
52015D29-,18
52015_UNKNOWN,79
52018A00-,160
52018A011,157
52018A02-,273
52018A072,18
52018A10-,206
52018A11-,40
52018A191,32
52018A213,14
52018A29-,46
52018A301,131
52018A312,89
52018A400,291
52018A411,68
52018A422,60
52018B000,223
52018B100,183
52018_UNKNOWN,20
52021A00-,380
52021A010,174
52021A02-,255
52021A03-,177
52021A04-,167
52021A080,24
52021A09-,16
52021A19-,28
52021A20-,78
52021A21-,62
52021A28-,40
52021A30-,52
52021A31-,150
52021A39-,28
52021A40-,30
52021B00-,215
52021B01-,75
52021B02-,332
52021B03-,166
52021B041,66
52021B05-,70
52021B08-,14
52021B090,61
52021B10-,176
52021B11-,36
52021B202,62
52021B29-,38
52021C00-,234
52021C011,87
52021C02-,129
52021C032,16
52021C08-,4
52021C09-,30
52021C19-,18
52021D00-,113
52021D01-,162
52021D09-,4
52021E00-,173
52021E01-,10
52021E023,12
52021E024,4
52021E082,4
52021E091,12
52021E183,16
52021F00-,94
52021F01-,94
52021F08-,14
52021F09-,6
52021G00-,92
52021G012,48
52021G091,8
52021G113,30
52021H00-,42
52021H09-,2
52021_UNKNOWN,80
52022A00-,174
52022A01-,22
52022A04-,67
52022A05-,116
52022A081,46
52022A09-,68
52022A10-,130
52022A11-,134
52022A122,32
52022A191,10
52022A20-,30
52022A21-,143
52022A29-,41
52022A30-,139
52022A31-,163
52022A32-,195
52022A33-,76
52022A342,28
52022B00-,201
52022B01-,62
52022B020,113
52022B03-,102
52022B04-,38
52022B05-,78
52022B10-,238
52022B11-,142
52022B121,54
52022B132,36
52022B19-,8
52022B21-,88
52022B29-,6
52022B31-,10
52022B49-,20
52022C00-,122
52022C01-,72
52022C022,90
52022C080,20
52022C091,8
52022C100,128
52022C20-,90
52022C212,22
52022C28-,50
52022C291,16
52022_UNKNOWN,68
52025A000,161
52025A012,61
52025A023,44
52025A080,32
52025A091,2
52025A100,68
52025A190,36
52025A20-,42
52025A300,119
52025A312,155
52025A323,32
52025A391,42
52025A410,79
52025A414,49
52025A495,38
52025A582,2
52025A59-,14
52025B000,59
52025B01-,102
52025B020,203
52025B032,58
52025B043,8
52025B0PP,24
52025C00-,47
52025C09-,59
52025D000,119
52025D08-,48
52025D090,4
52025D10-,124
52025D191,14
52025E00-,92
52025E012,78
52025E023,66
52025E081,6
52025F00-,117
52025F012,61
52025F08-,4
52025F0PN,10
52025_UNKNOWN,32
52043A00-,289
52043A01-,220
52043A02-,33
52043A03-,102
52043A040,26
52043A051,64
52043A0MJ,48
52043A10-,16
52043A172,14
52043A190,18
52043A1AP,46
52043A21-,57
52043A222,16
52043A291,28
52043B00-,74
52043B01-,28
52043B0AN,48
52043B0PN,48
52043B1AN,279
52043B1BN,144
52043B1MN,19
52043B2AN,176
52043B2MN,10
52043C00-,281
52043C01-,424
52043C08-,16
52043C09-,54
52043C111,124
52043C20-,219
52043C202,72
52043D00-,542
52043D01-,172
52043D032,154
52043D0MJ,4
52043D11-,115
52043E00-,130
52043E012,62
52043E081,4
52043E09-,34
52043E11-,122
52043_UNKNOWN,50
52048A00-,161
52048A01-,147
52048A02-,118
52048A03-,183
52048A042,26
52048A08-,197
52048A091,24
52048A101,257
52048A112,262
52048A114,55
52048A191,21
52048A212,208
52048A223,103
52048A291,10
52048A312,44
52048B00-,151
52048B08-,26
52048B091,28
52048B112,46
52048B18-,52
52048B19-,4
52048_UNKNOWN,22
52055A00-,272
52055A011,290
52055A02-,230
52055A072,60
52055A09-,32
52055A11-,115
52055A122,42
52055A191,22
52055A210,81
52055A280,68
52055A29-,64
52055B00-,120
52055B01-,133
52055B091,2
52055B10-,64
52055B19-,14
52055C000,214
52055C082,60
52055C091,30
52055C19-,12
52055D00-,252
52055D010,136
52055D091,8
52055D10-,96
52055D112,24
52055D181,4
52055D190,24
52055D20-,136
52055E00-,138
52055E01-,213
52055E081,88
52055E182,46
52055F000,270
52055F090,24
52055F10-,64
52055F103,26
52055F112,28
52055F184,12
52055F191,20
52055F210,28
52055_UNKNOWN,53
5206312PQ,4
52063A00-,298
52063A002,30
52063A010,72
52063A023,32
52063A081,18
52063A090,76
52063A19-,62
52063A272,4
52063A291,2
52063A372,10
52063A381,4
52063A3MN,10
52063B00-,145
52063B01-,179
52063B02-,56
52063B032,28
52063B081,35
52063B09-,32
52063B191,10
52063C00-,146
52063C010,160
52063C022,119
52063C080,12
52063C091,46
52063C19-,17
52063D002,41
52063D091,42
52063E001,133
52063E193,12
52063_UNKNOWN,31
52074A00-,184
52074A010,72
52074A022,34
52074A033,4
52074A091,26
52074A10-,138
52074A19-,30
52074A20-,280
52074A21-,12
52074A29-,22
52074B00-,98
52074B011,72
52074B022,62
52074B032,82
52074C00-,136
52074C01-,132
52074C02-,186
52074C03-,116
52074C042,6
52074C07-,15
52074C081,22
52074D00-,157
52074D01-,122
52074D022,34
52074D110,30
52074_UNKNOWN,34
52075A000,194
52075A01-,112
52075A02-,143
52075A08-,4
52075A09-,16
52075B00-,24
52075B0PP,18
52075B110,28
52075C000,135
52075C011,34
52075C082,6
52075C090,12
52075C19-,9
52075D00-,220
52075D01-,175
52075D02-,52
52075D03-,52
52075D04-,20
52075D052,12
52075D08-,4
52075D091,24
52075D110,32
52075E000,76
52075E082,14
52075E091,6
52075E100,68
52075E112,66
52075E181,8
52075E19-,14
52075E29-,10
52075_UNKNOWN,41
53014A001,332
53014A011,234
53014A022,334
53014A03-,132
53014A040,91
53014A052,4
53014A08-,100
53014A091,32
53014A101,436
53014A182,16
53014A19-,38
53014A200,419
53014A2PN,24
53014A31-,14
53014A32-,12
53014A39-,22
53014A401,44
53014A482,34
53014A492,6
53014B00-,441
53014B011,354
53014B021,446
53014B032,86
53014B042,40
53014B052,182
53014B091,4
53014B0AN,190
53014B120,188
53014B210,104
53014B29-,114
53014_UNKNOWN,58
53020A001,120
53020A01-,268
53020A022,274
53020A03-,62
53020A041,291
53020A05-,401
53020A072,46
53020A091,16
53020A10-,146
53020A11-,16
53020A18-,28
53020A21-,52
53020A30-,366
53020A31-,14
53020A312,22
53020A390,4
53020B00-,52
53020B01-,74
53020B02-,14
53020B08-,44
53020B09-,12
53020C001,282
53020C012,276
53020C082,26
53020D001,248
53020D01-,20
53020D022,271
53020D072,2
53020D091,2
53020D10-,230
53020D182,44
53020D191,22
53020_UNKNOWN,59
53028A001,582
53028A012,720
53028A021,240
53028A031,150
53028A042,112
53028A072,32
53028A082,32
53028A103,195
53028A11-,352
53028A121,18
53028A131,163
53028A192,12
53028B000,78
53028B090,12
53028C001,500
53028C011,95
53028C021,18
53028C042,259
53028C053,127
53028C09-,52
53028C102,362
53028C212,226
53028D000,152
53028D09-,28
53028D100,207
53028D11-,118
53028D123,104
53028E00-,78
53028E01-,38
53028E09-,44
53028_UNKNOWN,74
53039A001,260
53039A022,44
53039A033,8
53039A070,4
53039A080,52
53039B001,64
53039B012,50
53039B09-,8
53039C00-,339
53039C01-,48
53039C02-,41
53039C03-,56
53039C09-,26
53039D00-,174
53039D0PN,16
53039_UNKNOWN,30
53044A00-,89
53044A010,134
53044A082,36
53044A091,4
53044A112,90
53044A191,38
53044B00-,94
53044B082,16
53044B091,12
53044B182,10
53044B191,36
53044B20-,64
53044B212,144
53044B283,8
53044B291,2
53044C00-,38
53044C09-,32
53044D00-,34
53044D012,8
53044D091,8
53044D110,110
53044D20-,82
53044D290,4
53044D30-,114
53044E000,126
53044E080,38
53044E09-,34
53044E1PP,17
53044E200,64
53044E282,10
53044E291,60
53044F00-,28
53044F082,8
53044F091,20
53044F11-,10
53044_UNKNOWN,64
5304610PQ,2
53046A001,179
53046A012,32
53046A023,36
53046A082,12
53046A091,54
53046A19-,8
53046A2PN,4
53046B00-,58
53046B08-,6
53046B09-,10
53046C00-,73
53046C08-,14
53046C09-,38
53046D00-,44
53046D01-,32
53046D082,38
53046D091,26
53046E001,18
53046E012,28
53046E09-,34
53046_UNKNOWN,10
53053A00-,322
53053A01-,231
53053A021,179
53053A031,205
53053A04-,126
53053A051,282
53053A101,233
53053A111,448
53053A122,106
53053A192,6
53053A20-,420
53053A213,382
53053A222,125
53053A232,224
53053A311,147
53053A392,13
53053A401,170
53053A492,32
53053A501,409
53053A512,77
53053A523,271
53053A70-,306
53053A712,22
53053A723,149
53053A730,134
53053A743,272
53053A781,2
53053A801,105
53053A812,109
53053A823,44
53053A890,10
53053A912,154
53053A92-,287
53053B000,132
53053B010,41
53053B021,298
53053B032,56
53053B042,84
53053B101,150
53053B192,37
53053C001,437
53053C011,263
53053C03-,371
53053C041,29
53053C042,134
53053C07-,20
53053C092,62
53053C11-,191
53053C212,69
53053C301,182
53053C312,130
53053C323,87
53053D000,325
53053D021,144
53053D040,125
53053D052,53
53053D073,20
53053D091,16
53053D101,249
53053D122,42
53053D18-,10
53053D19-,9
53053D201,126
53053D212,232
53053D222,84
53053D250,85
53053D281,49
53053E001,422
53053E01-,115
53053E021,126
53053E032,184
53053E043,208
53053E052,22
53053E082,4
53053F00-,304
53053F022,20
53053F080,10
53053F091,10
53053F100,146
53053F111,128
53053F122,177
53053F190,27
53053F290,74
53053G001,179
53053G012,199
53053G09-,7
53053G10-,23
53053G113,34
53053G214,54
53053H001,343
53053H022,227
53053H070,4
53053H080,28
53053H0PN,61
53053H10-,107
53053H180,2
53053H190,48
53053H200,62
53053H212,54
53053H291,4
53053H310,64
53053H392,10
53053J00-,188
53053J011,102
53053J022,62
53053J08-,59
53053J0AJ,131
53053J190,20
53053K00-,96
53053K09-,38
53053L00-,156
53053L082,2
53053L091,8
53053M00-,85
53053M0PN,18
53053M1PN,2
53053N00-,34
53053N09-,24
53053P00-,81
53053P08-,10
53053P091,10
53053P112,82
53053R00-,99
53053R090,8
53053R110,106
53053S00-,128
53053S09-,43
53053T001,362
53053T010,296
53053T021,206
53053T031,270
53053T052,294
53053T07-,118
53053T091,18
53053T092,4
53053T10-,171
53053T201,132
53053T31-,210
53053T322,712
53053T412,40
53053U00-,553
53053U011,287
53053U02-,224
53053U031,104
53053U042,56
53053U09-,98
53053U412,4
53053_UNKNOWN,266
53065A001,207
53065A021,181
53065A071,12
53065A101,120
53065A11-,190
53065A121,308
53065A132,129
53065A1AA,88
53065A1PA,32
53065A202,493
53065A211,108
53065A222,264
53065A232,569
53065A301,74
53065A312,90
53065A401,353
53065A412,116
53065A422,118
53065A49-,2
53065A512,80
53065B01-,88
53065B022,36
53065B09-,32
53065B0AP,128
53065B0OP,464
53065_UNKNOWN,41
53068A00-,251
53068A010,197
53068A021,338
53068A03-,75
53068A04-,136
53068A052,96
53068A082,20
53068A091,58
53068B00-,108
53068B082,8
53068B091,2
53068B112,42
53068B191,4
53068B283,26
53068C00-,133
53068C091,22
53068_UNKNOWN,22
53070A001,330
53070A01-,122
53070A022,128
53070A031,2
53070A042,14
53070A081,18
53070A17-,18
53070A212,14
53070B00-,72
53070B011,103
53070B02-,142
53070B031,221
53070B042,122
53070B053,12
53070B072,4
53070B08-,19
53070B091,24
53070B10-,254
53070B122,71
53070B17-,36
53070B191,16
53070B272,5
53070B314,28
53070C001,324
53070C011,102
53070C020,146
53070C032,26
53070C07-,8
53070C090,34
53070C20-,109
53070C290,78
53070D00-,64
53070D01-,66
53070D072,4
53070D091,22
53070E00-,154
53070E01-,86
53070E02-,34
53070E082,4
53070E091,16
53070E100,128
53070E110,130
53070E181,26
53070E19-,8
53070F00-,175
53070F010,122
53070F08-,118
53070F090,44
53070F19-,52
53070F210,44
53070F30-,78
53070F39-,34
53070G00-,96
53070G09-,26
53070_UNKNOWN,110
53082A00-,554
53082A081,70
53082A092,24
53082A101,542
53082A122,453
53082A201,480
53082A211,142
53082A223,262
53082A232,172
53082A243,114
53082A252,82
53082A291,121
53082A312,204
53082A391,50
53082A412,92
53082B00-,384
53082B01-,250
53082B021,140
53082B212,118
53082B301,472
53082B312,182
53082B322,235
53082B331,166
53082B34-,156
53082C00-,224
53082_UNKNOWN,66
53083A00-,122
53083A09-,46
53083A10-,34
53083A19-,42
53083B00-,84
53083B09-,18
53083C000,176
53083C09-,2
53083D00-,6
53083E00-,32
53083E09-,12
53083F00-,102
53083F09-,14
53083G001,30
53083G092,34
53083H00-,92
53083H09-,16
53083J00-,30
53083J082,26
53083J091,12
53083K00-,58
53083K099,26
53083_UNKNOWN,32
53084A00-,86
53084A01-,40
53084A09-,6
53084B00-,92
53084B09-,28
53084B11-,62
53084C00-,65
53084C09-,54
53084C11-,36
53084D001,220
53084D012,66
53084D022,10
53084D091,24
53084E00-,56
53084E09-,20
53084F00-,121
53084F01-,70
53084F09-,46
53084G00-,58
53084G01-,62
53084G09-,48
53084H000,174
53084H090,66
53084J000,78
53084J09-,8
53084K00-,30
53084K08-,34
53084K09-,28
53084_UNKNOWN,36
54007A001,322
54007A01-,360
54007A021,751
54007A032,449
54007A043,289
54007A092,13
54007A101,445
54007A122,424
54007A132,101
54007A17-,254
54007A181,4
54007A201,1116
54007A21-,113
54007A222,462
54007A301,924
54007A312,418
54007A323,32
54007A334,874
54007A401,645
54007A410,183
54007A422,263
54007A501,189
54007A512,186
54007A523,78
54007A534,80
54007A59-,170
54007A601,599
54007A61-,203
54007A622,111
54007A633,228
54007A711,240
54007A772,4
54007B00-,519
54007B012,104
54007B091,80
54007B19-,44
54007B21-,138
54007B29-,218
54007C00-,514
54007C012,70
54007C091,14
54007C10-,510
54007C112,90
54007C191,50
54007C20-,769
54007C293,30
54007C31-,229
54007C39-,66
54007D000,451
54007D010,272
54007D021,324
54007D030,328
54007D042,86
54007D072,8
54007D091,84
54007D10-,70
54007D190,10
54007D212,114
54007D291,6
54007_UNKNOWN,119
54010A009,188
54010A019,284
54010A022,413
54010A100,184
54010A190,60
54010A201,305
54010A212,138
54010A223,133
54010A270,54
54010A29-,16
54010B000,96
54010B010,134
54010B022,24
54010B033,14
54010B08-,2
54010B091,18
54010C00-,100
54010C01-,38
54010C02-,62
54010C08-,30
54010C09-,20
54010D00-,320
54010D010,96
54010D02-,36
54010D090,12
54010D10-,104
54010D120,48
54010D170,8
54010D18-,2
54010D190,8
54010D20-,44
54010D29-,14
54010E000,254
54010E08-,6
54010E099,60
54010E10-,467
54010E110,85
54010E112,24
54010E12-,86
54010E181,70
54010E21-,110
54010_UNKNOWN,46
55004A001,425
55004A02-,186
55004A032,85
55004A042,42
55004A083,166
55004A091,112
55004A10-,519
55004A11-,333
55004A121,244
55004A132,129
55004A140,164
55004A19-,18
55004A29-,16
55004A30-,275
55004A312,133
55004A323,98
55004A334,148
55004A385,78
55004A391,71
55004B00-,82
55004B01-,54
55004B022,104
55004B033,92
55004B044,104
55004B055,46
55004B081,30
55004B09-,44
55004B116,105
55004C000,107
55004C010,36
55004C072,36
55004C080,26
